# gene_name         0h    12h    24h    48h    96h 
TK2               66.5   87.1   97.5  108.8   77.5 
CKLF               4.2    0.8    0.1    0.0    0.0 
CKLF-CMTM1         3.3    0.8    0.2    0.0    0.0 
CMTM1             11.7    6.9    3.9    1.0    0.0 
CMTM2              7.9   10.6   12.3   15.1   13.5 
CMTM3             12.7    2.1    0.3    0.0    0.0 
CMTM4              3.2    0.6    0.1    0.0    0.0 
DYNC1LI2          47.8   27.4   16.7    3.8    0.1 
TERB1             32.5   11.1    3.7    0.2    0.0 
NAE1              10.5   10.5    9.4    6.1    1.7 
CA7               41.5   56.4   61.2   69.3   47.8 
PDP2              15.1   14.6   11.4    5.7    0.9 
CDH16             19.3   24.3   27.3   22.4   12.4 
RRAD              15.5    6.7    2.4    0.4    0.0 
FAM96B            56.7   39.5   24.7    8.4    0.7 
CES2              42.4   42.8   37.7   27.7    5.8 
CES3              42.1   59.2   64.6   64.5   47.1 
CES4A             18.8    4.5    0.9    0.0    0.0 
CBFB             101.6  134.7  169.7  226.6  205.2 
C16orf70          35.1   48.2   49.2   66.5   52.3 
B3GNT9            40.4   27.0   15.2    4.2    0.2 
TRADD             13.7   12.6    9.8    5.6    1.0 
FBXL8              4.7    2.0    0.8    0.1    0.0 
RP11-5A19.5        6.4    3.7    1.6    0.3    0.0 
HSF4              24.9   19.5   16.8    6.5    0.8 
NOL3               3.6    1.3    0.4    0.0    0.0 
KIAA0895L         22.1   22.5   23.7   16.7    7.0 
EXOC3L1           12.7   12.3   11.5    6.8    1.8 
E2F4              70.0   92.3   75.0   58.5   21.6 
ELMO3            112.9  143.4  208.0  272.6  294.6 
LRRC29             5.3    1.9    0.6    0.1    0.0 
TMEM208           72.6   75.3   68.7   44.6   13.6 
FHOD1             27.9   28.2   19.8   10.9    1.7 
SLC9A5            89.0   98.7   95.3   89.4   36.5 
PLEKHG4           21.0   14.3    8.1    2.4    0.1 
KCTD19             9.0    4.6    2.3    0.4    0.0 
LRRC36             6.7    6.5    6.3    5.0    1.6 
TPPP3              7.3    2.9    0.9    0.1    0.0 
ZDHHC1           165.2   88.0   47.7   10.2    0.3 
HSD11B2           26.6   27.5   19.2   10.3    1.6 
ATP6V0D1          42.0   46.0   45.0   34.5   11.9 
AGRP              11.1    8.3    7.2    3.5    0.5 
FAM65A            57.8   52.3   50.4   26.7    5.0 
AC027682.1         9.6    4.2    1.5    0.2    0.0 
CTCF               6.0    6.7    6.0    4.7    1.8 
CARMIL2            8.0    3.2    1.4    0.2    0.0 
ACD               72.1   41.4   21.0    4.4    0.1 
PARD6A            76.9   80.6   80.7   57.3   22.5 
ENKD1             44.1   17.8    5.8    0.4    0.0 
C16orf86          19.1   14.9   10.4    3.6    0.4 
GFOD2             11.5    6.6    3.8    0.9    0.0 
RANBP10           70.0   55.6   37.1   17.4    1.8 
TSNAXIP1           1.0    0.5    0.2    0.0    0.0 
CENPT             26.2   13.8    7.1    1.5    0.0 
THAP11            10.5    4.3    1.3    0.1    0.0 
NUTF2              3.6    4.2    4.6    4.1    2.2 
EDC4               5.2    4.4    2.9    1.0    0.1 
NRN1L             87.3   79.8   86.5   58.1   17.4 
PSKH1             24.0   15.2   10.6    3.0    0.2 
CTRL              11.9    2.6    0.5    0.0    0.0 
CTC-479C5.12      31.0   53.0   74.5  117.9  186.6 
PSMB10            11.0    3.7    1.3    0.1    0.0 
LCAT              29.7   28.7   22.3   13.3    2.9 
SLC12A4           40.9   53.6   54.9   52.1   30.3 
DPEP3             26.4   12.3    6.2    1.2    0.0 
DPEP2            130.2  254.5  375.0  799.3 1874.0 
DUS2              19.1   10.7    4.2    0.8    0.0 
CTC-479C5.6     1482.3 1653.2 1777.2 1827.1 1083.9 
DDX28             53.7   50.7   43.5   23.2    4.7 
NFATC3            78.9   52.9   37.1   13.8    1.1 
ESRP2              4.9    3.8    3.3    1.4    0.2 
PLA2G15           91.5  102.3  100.9   87.1   34.4 
SLC7A6             5.6    4.2    3.2    1.3    0.1 
SLC7A6OS          24.5   18.4   13.0    5.0    0.5 
PRMT7             45.3   39.8   29.0   14.2    1.8 
SMPD3              8.1    5.6    3.1    0.7    0.0 
ZFP90             37.7   29.7   23.5    9.6    1.4 
CDH3              17.6   14.9   10.8    6.1    0.9 
CDH1              27.3   31.4   31.8   25.7   12.8 
TANGO6            18.2   11.0    5.6    1.6    0.1 
HAS3              54.7   58.3   66.4   53.8   21.8 
CHTF8              9.4    4.3    1.9    0.3    0.0 
UTP4              25.2   17.4    9.9    2.8    0.1 
SNTB2             24.9   12.8    6.4    1.1    0.0 
RP11-343C2.11    377.9  480.1  633.1  622.3  412.1 
VPS4A             22.7    9.8    3.8    0.5    0.0 
COG8              67.7   86.1  101.7  110.8   93.8 
PDF              179.1  173.1  136.6   86.4   18.7 
RP11-343C2.9      16.6   11.8    9.5    3.1    0.2 
RP11-343C2.7      18.0   14.1    9.8    3.4    0.3 
NIP7              22.7   11.2    4.4    0.7    0.0 
TMED6             92.1  137.3  203.7  275.1  373.8 
TERF2              9.3    5.8    3.8    1.1    0.1 
CYB5B             23.6   28.2   28.2   23.6   10.0 
NFAT5             26.9   22.5   13.5    6.1    0.5 
NQO1              75.0   22.5    8.5    0.7    0.0 
NOB1              47.4   56.6   63.6   62.0   36.1 
WWP2              32.2    7.0    1.5    0.1    0.0 
CLEC18A            9.2    8.8    6.3    2.9    0.3 
AC009022.1       250.4  235.4  206.9  131.7   33.4 
PDPR              21.2   20.2   17.1   11.3    2.7 
CLEC18C            5.7    3.3    1.8    0.4    0.0 
AC009060.1        45.0   28.1   13.8    3.5    0.1 
AC009060.2       251.2  347.6  448.8  557.3  710.7 
EXOSC6            29.7   19.7   12.5    3.7    0.2 
AARS              15.6    9.0    4.4    0.8    0.0 
DDX19B            21.7    1.4    0.1    0.0    0.0 
RP11-529K1.3      10.9   11.0    8.6    4.2    0.6 
DDX19A            88.1  114.6  126.7  100.6   48.7 
ST3GAL2            2.6    0.8    0.3    0.0    0.0 
FUK               45.2   46.7   38.6   22.5    4.9 
COG4              74.0   65.4   50.0   22.6    2.7 
SF3B3             33.5   31.9   26.1   14.9    2.7 
IL34              51.0   48.0   45.6   29.5    7.1 
MTSS1L             9.9    9.9    9.0    7.5    2.5 
VAC14             17.6   16.9   13.5    7.6    1.4 
HYDIN              8.9   10.5    9.0    7.2    2.5 
CMTR2             19.0   18.5   15.2    8.8    2.0 
CALB2            148.5  176.1  214.2  182.4   92.1 
ZNF23              8.7    8.7    9.2    6.6    2.3 
AC010547.9       241.8  251.5  216.4  136.2   31.9 
ZNF19             18.9    8.7    4.1    0.5    0.0 
CHST4             18.8   10.2    6.5    1.2    0.0 
TAT               11.4    4.4    1.5    0.1    0.0 
MARVELD3          93.3  136.1  179.3  216.3  262.8 
PHLPP2            84.3   51.1   32.4    7.7    0.4 
AP1G1             11.7    4.6    1.5    0.1    0.0 
ATXN1L            57.3   81.9  107.7  127.4  131.8 
IST1              19.5   23.7   22.1   19.9   10.6 
ZNF821            22.9   19.3   12.9    5.5    0.7 
PKD1L3            26.6   26.4   24.4   17.5    5.0 
DHODH             66.4   36.9   14.3    2.3    0.0 
TXNL4B            20.2   16.2   11.4    4.0    0.3 
HP                 6.0    2.1    0.7    0.1    0.0 
HPR               18.8   11.4    7.1    1.5    0.1 
DHX38             10.9    7.4    4.7    1.5    0.1 
PMFBP1             4.8    0.4    0.0    0.0    0.0 
AC004158.1        20.0   13.9    9.4    3.0    0.2 
ZFHX3             30.0   38.8   41.0   33.5   17.2 
PSMD7             11.2    9.0    6.8    3.1    0.4 
NPIPB15           27.8   30.2   29.0   23.4    8.0 
CLEC18B            9.5    4.9    2.2    0.4    0.0 
GLG1               9.0   12.9   12.4   11.3    5.5 
RFWD3             23.6    7.6    2.2    0.2    0.0 
MLKL               9.0   10.9   11.0    8.8    3.4 
FA2H              94.1  102.9   96.5   53.3   14.7 
WDR59              9.4    2.9    0.9    0.1    0.0 
ZNRF1              6.1    6.3    5.6    4.4    1.3 
LDHD              38.2   60.1   84.6  107.7  124.4 
ZFP1              26.7   33.7   39.9   50.2   39.3 
CTRB2             95.6   41.0   15.8    2.3    0.0 
CTRB1             26.3   24.2   19.5   12.5    2.7 
BCAR1             16.4   16.0   12.6    7.3    1.4 
CFDP1             32.1   38.3   56.4   73.1   81.3 
RP11-77K12.1       2.0    0.6    0.2    0.0    0.0 
TMEM170A          32.6   10.3    3.2    0.2    0.0 
CHST6             19.0    9.3    3.8    0.6    0.0 
RP11-77K12.7      27.2   26.5   23.4   14.5    3.3 
CHST5             45.7   48.5   47.5   34.1   10.9 
TMEM231           21.5   16.3   10.8    4.3    0.3 
GABARAPL2        159.6  166.7  182.8  151.0   70.9 
ADAT1            106.1  134.6  130.2  124.3   81.5 
KARS               5.9    3.8    2.5    0.6    0.0 
TERF2IP          149.0  156.9  159.1  134.4   54.0 
CNTNAP4          149.9   73.0   40.5    7.0    0.1 
RP11-58C22.1      83.0   60.0   42.8   12.4    0.9 
MON1B              3.9    2.0    1.1    0.2    0.0 
SYCE1L            14.9   15.0   12.9    7.6    1.6 
ADAMTS18          46.1   42.6   50.2   36.4   13.4 
NUDT7              3.0    0.3    0.0    0.0    0.0 
VAT1L              8.6    4.1    1.8    0.3    0.0 
CLEC3A            38.5   45.0   51.0   51.0   31.9 
WWOX              39.3   37.4   39.0   29.2    9.5 
MAF               23.1   16.1    9.4    3.3    0.2 
DYNLRB2           62.5   53.4   41.5   22.1    4.7 
CDYL2              2.5    1.1    0.3    0.0    0.0 
CMC2              74.9   67.0   57.9   34.0    7.5 
CENPN              5.1    0.2    0.0    0.0    0.0 
ATMIN             17.7   16.8   16.3   11.5    3.3 
C16orf46          21.2   11.2    5.9    1.2    0.0 
GCSH               6.1    3.1    1.2    0.2    0.0 
AC092718.1        82.1   86.0   73.8   54.1   13.2 
BCO1              24.1   31.0   34.4   33.7   17.5 
GAN               33.3   32.7   28.2   18.4    5.3 
CMIP              27.7   29.3   27.4   18.7    5.8 
PLCG2             28.5   18.4    9.3    2.1    0.1 
SDR42E1           31.3   25.6   24.6   16.8    4.8 
HSD17B2           12.3    4.3    1.5    0.1    0.0 
MPHOSPH6          31.6   33.2   36.2   31.7   14.4 
CDH13             33.5   32.9   38.2   31.6   13.6 
HSBP1             52.2   33.8   19.7    5.9    0.3 
MLYCD             27.8   17.0   10.0    2.6    0.1 
RP11-505K9.4      16.9   16.2   16.3   12.0    5.2 
OSGIN1            23.1   13.8    7.8    2.1    0.1 
NECAB2            19.6   17.5   15.2    7.0    1.1 
SLC38A8           40.6   14.1    4.6    0.4    0.0 
MBTPS1            15.6    5.1    2.0    0.2    0.0 
HSDL1              8.4    7.8    5.8    2.9    0.5 
DNAAF1            42.6   39.4   30.6   14.1    2.5 
TAF1C            160.3  124.7   87.9   32.4    2.9 
ADAD2             19.8   23.5   23.5   20.4    9.2 
KCNG4             32.9   30.6   25.1   16.2    3.3 
WFDC1             20.3   18.4   18.3   11.1    2.8 
ATP2C2            28.2   18.8   10.8    3.7    0.2 
TLDC1             22.3   25.3   23.2   15.1    5.1 
COTL1             22.7   21.5   14.8    7.4    0.8 
KLHL36            10.8    9.4    6.7    2.7    0.3 
USP10             87.3  137.4  169.5  204.6  190.6 
CRISPLD2          26.5   16.9    8.1    1.9    0.1 
ZDHHC7            16.9    6.1    1.9    0.1    0.0 
KIAA0513          75.9   76.7   73.7   52.2   14.8 
FAM92B            29.4   25.4   16.9    7.9    0.8 
GSE1              82.2  112.7  125.5  104.1   71.6 
GINS2             93.8   98.8  102.6   80.4   29.9 
C16orf74          19.0   12.3    6.3    1.6    0.1 
EMC8              30.5   45.6   57.9   80.1   95.9 
COX4I1             9.8    7.0    4.4    1.3    0.1 
IRF8               4.1    2.9    1.9    0.7    0.0 
FOXF1            224.4  246.5  221.6  227.6   86.0 
MTHFSD             7.2    6.2    4.9    2.4    0.4 
FOXC2             32.3   16.9    9.9    2.0    0.1 
FOXL1            196.0  287.8  460.0  627.9  974.7 
C16orf95          55.2   38.9   29.5   10.0    0.9 
RP11-178L8.4      73.3   60.9   43.0   15.4    1.4 
FBXO31            25.6   11.9    4.7    0.7    0.0 
MAP1LC3B           2.2    0.9    0.4    0.0    0.0 
ZCCHC14            3.4    2.5    1.8    0.8    0.1 
JPH3              21.5   26.1   25.5   22.2   10.7 
KLHDC4            60.6   72.9   74.1   69.8   35.4 
SLC7A5             4.6    2.6    1.4    0.3    0.0 
CA5A               8.0    8.2    8.4    6.9    2.8 
BANP              40.4   52.8   56.8   67.9   44.8 
ZNF469            82.6   76.7   64.0   36.6    7.6 
ZFPM1             55.9   42.1   25.1    7.3    0.4 
ZC3H18            16.1    6.6    2.2    0.3    0.0 
IL17C              8.6    6.8    5.8    3.2    0.5 
CYBA              48.2   62.0   85.3  108.4   84.7 
MVD               75.7  113.6  149.6  188.5  233.2 
SNAI3              8.4    8.3    8.0    5.4    1.5 
AC138028.1        40.9   29.5   22.6    9.2    0.9 
RNF166            92.8   68.3   49.3   18.1    1.5 
CTU2              34.7   27.5   18.1    7.7    0.7 
PIEZO1            59.8   67.9   69.8   73.3   43.3 
CDT1              67.5   37.3   20.3    4.7    0.1 
APRT              21.9   25.0   25.5   20.4    9.7 
GALNS            127.1  133.8  129.7  116.0   40.1 
AC092384.1         5.7    2.7    1.1    0.1    0.0 
TRAPPC2L          28.9   23.4   16.0    4.8    0.4 
PABPN1L          118.4  112.0  101.2   65.1   13.0 
CBFA2T3           38.9   23.0   11.2    2.4    0.1 
ACSF3             51.9   36.7   22.6    7.1    0.4 
CDH15             49.0   52.3   56.5   55.2   27.6 
SLC22A31          32.2   24.6   21.0    9.4    1.4 
ZNF778            19.5   23.2   25.1   25.4   12.4 
ANKRD11            3.7    0.8    0.1    0.0    0.0 
SPG7              17.8   13.4    9.0    2.8    0.2 
RPL13            131.1  122.6  126.8   92.0   23.2 
CPNE7             92.1   91.7   74.9   41.9    8.3 
DPEP1            183.5  210.5  210.7  168.5   81.3 
CHMP1A            75.9  106.0  124.4  139.9  122.6 
SPATA33            8.6    4.2    1.8    0.3    0.0 
CDK10            155.2  208.8  271.5  331.7  346.4 
SPATA2L           15.7    3.9    0.9    0.0    0.0 
VPS9D1            79.8   93.3  112.3  116.2   68.6 
ZNF276            15.2    9.8    5.4    1.3    0.1 
FANCA            978.9 1443.3 1873.0 2811.4 3946.2 
SPIRE2            44.0   47.9   45.7   34.9   12.1 
TCF25            351.6  486.2  710.8  855.0  866.1 
MC1R              58.2   28.7   11.6    1.6    0.0 
RP11-566K11.2     25.8   24.4   21.1   16.5    4.4 
TUBB3             73.3   38.1   18.2    3.5    0.1 
DEF8              16.7   18.0   14.4    9.9    2.4 
CENPBD1          363.3  486.9  651.7  933.7  872.2 
DBNDD1            73.2   43.7   22.1    5.1    0.1 
GAS8              46.7   65.2   78.6   94.1   77.1 
PRDM7             81.5   89.6  100.0   83.6   39.2 
SCGB1C2            2.7    1.1    0.4    0.0    0.0 
DOC2B             54.1   59.5   60.5   42.0   18.5 
RPH3AL            28.4   16.1    8.3    1.5    0.0 
C17orf97          23.8   20.2   15.5    6.4    0.7 
FAM101B           17.2   21.3   25.4   24.0   13.4 
VPS53             39.4   27.9   22.6    8.6    0.8 
FAM57A            96.6  114.8  116.7   78.3   30.0 
GEMIN4            10.1   11.2   10.4    7.9    2.3 
GLOD4             25.8   18.5   13.2    5.2    0.4 
AC087392.1        26.1   34.5   39.7   52.2   42.0 
MRM3             109.3  152.5  171.9  178.0  141.0 
NXN               44.8   48.5   46.2   31.9   10.8 
TIMM22            48.0   31.0   18.1    5.2    0.2 
ABR               38.9   24.4   16.7    5.0    0.3 
BHLHA9            18.7   19.3   15.2   10.1    2.7 
TUSC5              8.9    3.2    1.1    0.1    0.0 
YWHAE              1.5    1.0    0.5    0.1    0.0 
CRK              114.1   99.2  109.1   68.5   23.4 
MYO1C              6.8    5.8    4.4    2.0    0.3 
INPP5K            12.5    1.4    0.2    0.0    0.0 
PITPNA            94.6   91.9   79.4   51.5   11.7 
SLC43A2           39.1   10.2    2.5    0.1    0.0 
SCARF1            48.5   60.8   82.8  121.0  134.2 
RILP              40.7   32.6   19.5    5.8    0.4 
PRPF8              9.7    9.9    8.6    5.9    1.6 
TLCD2              5.0    3.4    2.3    0.7    0.1 
WDR81             11.0   11.2    7.9    4.8    1.0 
SERPINF2           7.0    1.5    0.3    0.0    0.0 
SERPINF1          48.0   56.3   70.1   70.0   54.3 
SMYD4            471.1  534.4  499.0  408.6  171.8 
RPA1               5.2    1.2    0.3    0.0    0.0 
RTN4RL1           13.8   10.5    7.4    2.4    0.2 
DPH1              21.7   21.9   19.3   13.2    4.1 
OVCA2             55.5   39.2   23.9    8.7    0.6 
HIC1               0.9    0.3    0.1    0.0    0.0 
SMG6              30.9   20.7   11.8    3.4    0.2 
SRR               36.5   56.0   91.8  169.0  317.8 
TSR1              40.4   36.7   37.9   25.6    8.0 
SGSM2              3.1    1.8    1.0    0.2    0.0 
MNT               53.1   61.0   67.7   62.8   35.9 
METTL16          175.8  230.5  237.5  248.8  142.7 
PAFAH1B1          27.1    9.0    2.7    0.2    0.0 
CLUH              42.8   56.5   68.5   68.5   39.8 
RAP1GAP2          24.6   30.3   32.8   28.7   13.0 
OR1D5             54.4   32.3   14.2    2.7    0.1 
OR1D2             26.0   23.1   21.0   11.2    2.5 
OR1G1             83.8  103.5  104.8   93.4   41.3 
OR1A2             20.2    9.5    4.1    0.6    0.0 
OR1A1              9.4    2.7    0.6    0.0    0.0 
OR3A2             58.6   54.5   47.3   22.1    3.3 
OR3A1             20.3   10.3    4.4    0.5    0.0 
OR1E1             48.3   31.5   16.2    4.3    0.1 
OR3A3             41.3   62.6   69.0  106.1  109.5 
OR1E2             72.9  120.4  164.6  210.2  288.4 
SPATA22          101.6   29.5    9.9    0.8    0.0 
ASPA              31.6   34.9   34.3   27.9    9.8 
TRPV3            413.5  604.5  719.4  883.4  739.4 
TRPV1             16.6    9.3    4.8    1.1    0.0 
RP11-235E17.2      5.6    3.4    1.5    0.3    0.0 
SHPK              18.5   18.9   17.6   12.3    3.8 
CTNS              31.6   26.5   20.2    8.5    1.0 
TAX1BP3           33.3    7.7    1.6    0.1    0.0 
P2RX5-TAX1BP3     15.9    7.4    2.8    0.3    0.0 
EMC6               3.7    3.7    3.1    1.4    0.2 
P2RX5              3.1    2.5    1.9    0.8    0.1 
ITGAE            467.2  505.9  387.9  313.2   94.8 
GSG2              64.7   38.9   24.3    6.2    0.3 
NCBP3            281.7  279.0  229.1  149.7   42.8 
CAMKK1            37.7   47.6   55.5   67.4   50.3 
P2RX1             15.3   11.4    7.9    2.6    0.2 
ATP2A3             7.9    4.2    2.6    0.5    0.0 
ZZEF1             44.3   56.0   64.4   52.9   24.7 
CYB5D2            13.4   11.5    9.5    5.1    0.8 
ANKFY1            14.5    7.6    3.8    0.8    0.0 
UBE2G1           114.9   73.6   46.4   12.6    0.5 
SPNS3             20.8    4.5    0.9    0.0    0.0 
SPNS2             19.4    9.5    4.0    0.6    0.0 
MYBBP1A           49.5   41.5   33.3   13.6    2.2 
GGT6              34.9   28.8   24.3   11.5    1.7 
SMTNL2            34.9   36.6   36.2   25.2    9.9 
ALOX15            23.5   30.7   38.5   40.8   34.2 
PELP1             31.8   37.4   33.4   30.2    9.8 
ARRB2              5.0    2.6    1.4    0.2    0.0 
MED11             41.6   42.0   31.5   19.0    3.0 
CXCL16            31.6   20.7   12.8    3.9    0.2 
ZMYND15           34.5   33.3   27.3   15.6    3.7 
TM4SF5           118.2   89.2   58.1   16.8    1.1 
VMO1              67.7   90.3  105.0  105.6   81.9 
GLTPD2            32.2    7.6    1.9    0.1    0.0 
PSMB6             83.1  100.1  100.4   97.7   55.7 
RP11-81A22.5      18.9   19.8   21.5   18.9    9.3 
PLD2              74.7   80.9   86.9   75.0   32.3 
MINK1             81.9   85.9   86.9   71.3   24.8 
CHRNE             10.0   11.5   12.0   11.3    5.7 
C17orf107         25.8    2.4    0.3    0.0    0.0 
GP1BA             51.5   36.2   25.7   10.0    0.8 
SLC25A11          31.6   16.4    6.4    1.1    0.0 
RNF167            16.5    9.0    4.4    1.0    0.0 
PFN1              39.3   28.4   18.4    6.2    0.4 
ENO3             429.0  455.9  396.3  289.5   84.5 
SPAG7             18.9    8.8    3.2    0.4    0.0 
CAMTA2             9.9    9.0    7.3    3.9    0.7 
INCA1             28.3   10.3    2.8    0.2    0.0 
KIF1C            118.4  132.4  152.7  157.4  129.6 
SLC52A1           56.1   71.6   83.2   94.7   68.1 
ZFP3              10.2   12.5   13.7   11.9    6.1 
ZNF232             4.9    5.6    6.2    5.3    2.4 
USP6              46.4   25.1   10.4    1.9    0.0 
ZNF594            35.8    8.0    1.5    0.0    0.0 
SCIMP             57.3   32.1   17.4    3.6    0.1 
RABEP1             6.9    7.9    7.8    5.2    1.5 
NUP88             14.4   10.5    7.0    2.5    0.2 
RPAIN             43.2   42.1   30.6   16.4    2.5 
C1QBP              6.9    3.1    1.3    0.2    0.0 
DHX33             33.6   51.1   66.2   89.8  108.4 
DERL2             20.3   16.1   12.3    5.9    0.8 
MIS12              3.9    2.4    1.3    0.3    0.0 
NLRP1              3.2    1.5    0.5    0.1    0.0 
WSCD1             41.2   47.4   40.0   33.4    9.9 
AIPL1             16.9   23.2   26.0   31.1   21.4 
FAM64A            29.0   38.0   42.4   47.9   33.6 
PITPNM3           11.6   12.2   11.9    7.0    1.8 
KIAA0753          68.2   70.1   63.0   39.7   10.8 
CTC-281F24.5       9.3   11.0    9.6    7.7    2.4 
TXNDC17           60.6   69.0   75.6   73.6   40.0 
MED31            244.3  265.4  222.9  136.2   28.4 
C17orf100         17.4   11.0    6.6    1.8    0.1 
SLC13A5           12.5   10.3    8.5    4.2    0.7 
XAF1              55.7   39.8   34.9   15.4    2.1 
FBXO39           159.9  160.1  143.2   93.6   21.9 
TEKT1             32.5   37.1   47.7   48.8   25.1 
ALOX12            75.5   44.2   25.5    5.2    0.2 
RNASEK            12.8   17.5   24.3   36.4   35.9 
RNASEK-C17orf49   19.1    6.8    2.4    0.2    0.0 
C17orf49          31.6   44.1   53.1   65.1   70.7 
BCL6B              8.8    8.7    7.7    5.1    1.2 
SLC16A13          21.9   20.8   19.7   10.0    2.7 
SLC16A11          31.2   36.6   39.0   33.8   13.8 
CLEC10A           35.9   32.6   24.6   10.4    1.6 
ASGR2             24.2   19.7   17.6   11.6    2.3 
ASGR1             25.8   20.5   12.7    4.2    0.3 
DLG4              59.2   53.8   43.3   25.1    4.7 
ACADVL            15.7    7.2    3.0    0.4    0.0 
DVL2               7.4    4.2    1.5    0.2    0.0 
PHF23             38.8   25.8   14.2    3.6    0.1 
GABARAP          155.2  206.0  267.2  360.8  375.9 
CTD-2545G14.7      4.5    3.3    2.5    1.2    0.1 
CTDNEP1           13.8   13.7   11.9    8.5    2.8 
RP1-4G17.5       195.1  135.1   96.8   36.7    3.0 
ELP5               2.7    0.8    0.2    0.0    0.0 
CLDN7             21.3    7.0    1.9    0.1    0.0 
SLC2A4             7.9    4.5    1.9    0.4    0.0 
YBX2              15.8   17.3   13.7    8.9    2.0 
EIF5A             11.5    8.5    6.3    2.3    0.2 
GPS2              17.0   11.8    6.2    2.3    0.2 
RP11-542C16.2      7.3    7.7    6.7    4.9    1.7 
NEURL4            85.0  118.0  156.8  201.2  222.9 
ACAP1             30.1   33.3   27.3   18.1    5.2 
KCTD11            92.4   92.1   95.1   55.1   14.5 
TMEM95           430.8  631.2  938.0 1777.9 2919.6 
TNK1               6.2    0.9    0.1    0.0    0.0 
TMEM256-PLSCR3    62.5   33.7   20.3    3.9    0.1 
TMEM256           21.6    9.1    3.2    0.3    0.0 
NLGN2              4.6    2.9    1.8    0.5    0.0 
SPEM1             71.0  101.1  143.9  168.9  157.6 
C17orf74         140.1  231.6  317.9  491.5  659.7 
RP11-104H15.12    66.6   62.8   52.1   24.9    3.5 
TMEM102           34.1   46.0   65.2  110.2  137.3 
FGF11             94.0   89.8   80.1   47.0   10.1 
CHRNB1            77.0   64.8   51.6   25.9    3.3 
ZBTB4             14.4    9.9    5.2    1.6    0.1 
SLC35G6           55.5   34.8   21.5    5.7    0.4 
POLR2A             7.0    4.8    2.8    0.8    0.0 
TNFSF12           21.9   15.3    7.8    2.1    0.1 
TNFSF12-TNFSF13   69.6   43.3   23.1    5.3    0.2 
TNFSF13            3.3    2.7    1.8    0.7    0.1 
SENP3            165.5  192.6  207.8  228.8  146.3 
SENP3-EIF4A1     162.7  159.2  149.1   95.8   21.0 
EIF4A1            29.6   25.8   17.3    9.8    1.4 
CD68             109.7   83.9   49.8   20.6    1.5 
MPDU1             88.6   48.0   21.0    3.5    0.1 
SOX15              8.7    2.9    0.8    0.0    0.0 
FXR2              48.7   34.3   21.1    7.0    0.5 
SHBG              29.6   13.6    6.7    1.3    0.0 
SAT2              10.2    9.4    7.1    2.9    0.4 
ATP1B2             3.1    2.4    1.5    0.6    0.1 
TP53              60.4   36.8   18.5    3.8    0.1 
WRAP53            59.0   44.8   25.3   10.6    0.9 
EFNB3             35.6   13.9    5.2    0.6    0.0 
DNAH2            124.2  173.3  185.7  172.9  120.1 
KDM6B             14.0   11.3   10.1    4.0    0.5 
TMEM88            24.2   31.9   41.0   54.4   44.8 
NAA38             72.7  126.3  155.5  242.8  415.2 
CYB5D1            87.7   98.8   96.4   80.3   27.9 
CHD3              36.6   28.1   15.8    4.9    0.3 
AC025335.1        22.6   16.5   11.6    4.6    0.4 
AC104581.1        42.9   55.7   72.5   87.0   79.3 
KCNAB3            43.5   55.6   55.4   50.3   22.5 
RP11-1099M24.7    23.3   25.1   21.2   13.7    2.9 
TRAPPC1            3.6    0.3    0.0    0.0    0.0 
CNTROB            69.9   62.8   42.6   17.4    2.4 
GUCY2D            13.4    4.8    1.5    0.1    0.0 
ALOX15B           39.3   44.0   43.6   32.1   13.0 
ALOX12B           29.4   16.1    7.8    1.9    0.1 
ALOXE3            26.5   10.2    4.6    0.5    0.0 
HES7              63.0   57.5   60.5   38.1   11.6 
PER1               8.2    6.0    3.6    1.2    0.1 
RP11-599B13.6      8.1    5.3    3.3    0.9    0.1 
VAMP2              5.0    4.2    3.3    1.7    0.3 
TMEM107           29.3   31.3   30.0   21.6    5.9 
BORCS6            19.3   24.6   22.3   21.3    8.9 
AC129492.1         7.5    2.7    0.8    0.1    0.0 
AURKB             58.0   68.5   80.8   67.6   32.7 
CTC1              93.0  143.2  191.4  277.1  415.8 
PFAS              20.7   13.8    9.8    3.0    0.2 
SLC25A35          96.5   85.6   76.0   42.1    9.6 
RANGRF           393.6  459.0  485.9  367.4  135.5 
ARHGEF15          32.1   18.9   10.5    2.2    0.1 
ODF4               7.0    6.8    6.0    3.3    0.5 
KRBA2             12.1    5.6    2.3    0.3    0.0 
RP11-849F2.7      26.8   27.0   25.3   14.0    3.8 
RPL26              6.3    4.3    2.3    0.7    0.0 
RNF222            59.7   41.4   26.2    7.2    0.4 
NDEL1             36.4   36.1   31.9   23.3    6.3 
MYH10             13.9   21.1   24.1   28.5   25.2 
CCDC42            14.4    5.1    1.6    0.1    0.0 
SPDYE4            17.1   17.0   16.9   10.6    2.6 
MFSD6L            24.5   28.3   30.7   32.6   18.5 
PIK3R6            30.7   24.6   19.8    9.2    1.3 
PIK3R5            43.7   30.7   19.3    5.8    0.3 
NTN1              19.6   23.6   24.6   25.8   14.0 
STX8             102.0   86.8   56.5   21.3    2.1 
CFAP52            76.7   92.3  105.2   99.0   59.9 
USP43             22.2   27.9   28.4   27.3   16.0 
DHRS7C            17.8    5.0    1.4    0.1    0.0 
GSG1L2            35.0   44.1   47.9   37.5   17.0 
GLP2R             23.7   10.0    5.2    0.7    0.0 
