#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
ZNF296               0.8          0.6          0.2          0.0          3.4          11.5
ZNF3                 0.8          0.6          0.2          0.0          4.6          11.3
ZNF30                1.0          1.0          0.6          0.2          18.5         14.6
ZNF300               0.8          0.6          0.2          0.0          2.3          11.4
ZNF302               1.0          1.3          1.1          0.5          4.9          17.7
ZNF304               1.0          1.0          0.8          0.3          0.4          16.1
ZNF311               0.7          0.4          0.1          0.0          1.6          10.4
ZNF316               1.6          1.9          2.7          2.9          1.9          25.7
ZNF317               0.8          0.6          0.2          0.0          2.2          11.6
ZNF318               1.1          1.2          1.0          0.5          3.1          17.4
ZNF319               0.6          0.4          0.1          0.0          4.8          9.2
ZNF32                0.3          0.1          0.0          0.0          14.4         6.0
ZNF320               1.2          1.3          1.3          0.7          0.6          18.6
ZNF322               0.3          0.1          0.0          0.0          0.7          6.2
ZNF324               1.7          2.7          4.9          8.7          7.4          37.6
ZNF324B              0.2          0.1          0.0          0.0          1.2          5.5
ZNF326               0.4          0.2          0.0          0.0          5.5          7.3
ZNF329               0.5          0.2          0.0          0.0          0.9          6.8
ZNF330               1.4          1.7          1.7          1.3          2.0          20.8
ZNF331               1.1          1.1          1.0          0.4          0.2          16.8
ZNF333               0.8          0.5          0.2          0.0          3.9          11.0
ZNF334               1.3          1.5          1.7          1.2          1.9          21.1
ZNF335               0.7          0.4          0.1          0.0          0.9          9.4
ZNF337               0.5          0.3          0.0          0.0          3.0          8.2
ZNF33A               1.0          0.8          0.4          0.1          0.5          13.0
ZNF33B               0.2          0.1          0.0          0.0          0.3          5.1
ZNF34                0.5          0.2          0.0          0.0          0.8          8.1
ZNF341               0.8          0.7          0.3          0.0          0.3          12.4
ZNF343               0.5          0.3          0.0          0.0          1.0          8.4
ZNF345               0.8          0.6          0.3          0.0          0.5          12.1
ZNF346               0.9          0.7          0.3          0.0          1.2          12.1
ZNF347               0.6          0.3          0.1          0.0          5.6          9.2
ZNF35                0.8          0.5          0.2          0.0          3.3          10.5
ZNF350               0.9          0.6          0.3          0.0          0.8          11.7
ZNF354A              0.7          0.4          0.1          0.0          0.8          10.0
ZNF354B              0.6          0.3          0.1          0.0          1.6          8.6
ZNF354C              0.7          0.4          0.1          0.0          1.0          9.1
ZNF358               0.5          0.2          0.0          0.0          3.1          8.2
ZNF362               0.7          0.5          0.1          0.0          12.8         10.2
ZNF365               0.6          0.4          0.1          0.0          2.5          9.4
ZNF366               1.2          1.4          1.0          0.5          9.4          17.7
ZNF367               0.6          0.3          0.1          0.0          1.6          8.6
ZNF37A               1.3          1.2          1.0          0.5          0.6          17.3
ZNF382               1.6          2.4          3.3          5.1          3.4          29.9
ZNF383               1.0          1.0          0.7          0.3          3.7          15.8
ZNF384               1.3          1.4          1.6          0.9          4.1          19.7
ZNF385A              1.2          1.2          0.8          0.3          6.5          15.8
ZNF385B              0.8          0.6          0.2          0.0          4.2          11.0
ZNF385C              1.0          0.7          0.4          0.1          0.7          13.1
ZNF385D              1.2          1.4          1.4          1.0          11.3         19.7
ZNF391               1.0          0.7          0.3          0.0          0.5          12.4
ZNF394               0.9          0.7          0.4          0.1          0.6          12.7
ZNF395               1.2          1.3          1.6          1.2          4.0          21.3
ZNF396               0.7          0.6          0.3          0.0          1.5          11.8
ZNF397               0.5          0.2          0.0          0.0          4.3          8.2
ZNF398               0.3          0.1          0.0          0.0          1.4          6.2
ZNF404               0.8          0.5          0.2          0.0          0.1          10.7
ZNF407               0.5          0.2          0.0          0.0          4.8          8.2
ZNF408               1.0          1.0          0.9          0.3          2.1          16.4
ZNF41                1.5          1.5          1.5          1.0          4.3          19.9
ZNF410               0.7          0.5          0.2          0.0          1.3          10.2
ZNF414               0.8          0.7          0.4          0.0          2.1          12.3
ZNF415               0.9          0.8          0.4          0.1          4.1          13.0
ZNF416               0.8          0.5          0.2          0.0          2.0          10.8
ZNF417               1.2          1.5          1.5          1.0          15.9         20.0
ZNF418               0.6          0.3          0.0          0.0          1.6          8.0
ZNF419               0.7          0.4          0.1          0.0          2.9          9.3
ZNF420               1.7          2.1          3.1          3.5          1.6          26.8
ZNF423               1.3          1.2          1.1          0.4          3.3          16.7
ZNF425               0.6          0.3          0.0          0.0          1.0          8.0
ZNF426               1.2          1.1          1.0          0.5          0.6          17.3
ZNF428               1.3          1.4          1.2          0.5          5.3          17.3
ZNF429               1.1          1.2          1.1          0.5          4.3          17.6
ZNF43                1.5          2.0          2.5          2.8          1.8          25.1
ZNF430               0.5          0.2          0.0          0.0          1.0          7.7
ZNF431               0.8          0.6          0.3          0.0          4.9          12.1
ZNF432               1.3          1.3          1.0          0.5          8.5          17.0
ZNF433               0.7          0.4          0.1          0.0          1.2          9.9
ZNF436               1.2          1.5          2.1          1.8          0.6          23.2
ZNF438               1.1          1.3          1.1          0.7          1.9          18.8
ZNF439               1.0          1.0          0.6          0.2          2.2          14.9
ZNF44                1.1          1.1          0.8          0.3          2.3          16.2
ZNF440               0.5          0.2          0.0          0.0          7.1          8.1
ZNF441               1.6          1.9          3.0          4.7          1.0          30.2
ZNF442               0.2          0.0          0.0          0.0          0.6          4.8
ZNF443               1.4          1.9          2.7          3.1          5.1          26.0
ZNF444               0.1          0.0          0.0          0.0          2.3          4.6
ZNF445               0.4          0.2          0.0          0.0          1.3          7.6
ZNF446               0.8          0.6          0.3          0.0          6.6          11.6
ZNF449               1.0          0.7          0.4          0.0          2.8          12.0
ZNF45                0.7          0.4          0.1          0.0          8.7          9.7
ZNF451               0.9          0.8          0.4          0.1          2.6          12.9
ZNF454               1.2          1.3          1.1          0.6          9.6          18.2
ZNF460               0.2          0.0          0.0          0.0          1.3          4.8
ZNF461               0.8          0.5          0.1          0.0          4.3          10.1
ZNF462               0.9          0.6          0.3          0.0          1.2          12.2
ZNF467               1.1          1.1          0.8          0.3          12.3         16.1
ZNF468               0.4          0.2          0.0          0.0          2.3          7.0
ZNF469               0.9          0.8          0.4          0.1          6.0          13.4
ZNF470               0.5          0.1          0.0          0.0          1.1          6.8
ZNF471               1.5          1.7          2.4          2.4          2.7          24.8
ZNF473               0.5          0.3          0.1          0.0          1.9          8.3
ZNF474               1.5          1.6          1.9          1.5          3.9          22.0
ZNF479               1.0          0.8          0.6          0.1          3.1          14.2
ZNF48                0.5          0.2          0.0          0.0          3.3          8.2
ZNF480               0.7          0.5          0.2          0.0          0.7          10.8
ZNF483               1.3          1.9          2.9          3.8          1.7          28.3
ZNF484               0.9          0.6          0.3          0.0          3.4          11.8
ZNF485               1.1          1.0          0.5          0.2          1.2          14.2
ZNF486               1.0          0.8          0.4          0.1          1.1          12.9
ZNF487               0.7          0.5          0.2          0.0          4.2          10.5
ZNF488               0.6          0.3          0.1          0.0          1.0          9.0
ZNF490               0.4          0.2          0.0          0.0          0.9          7.3
ZNF491               0.8          0.5          0.2          0.0          1.8          10.4
ZNF492               0.6          0.4          0.1          0.0          1.5          9.7
ZNF493               0.6          0.3          0.1          0.0          3.6          8.7
ZNF496               1.1          1.0          0.8          0.2          3.8          15.4
ZNF497               1.4          1.7          2.0          1.6          2.2          22.9
ZNF500               0.8          0.6          0.2          0.0          1.8          11.0
ZNF501               1.5          1.8          3.1          4.0          0.3          28.8
ZNF502               1.2          1.3          1.3          0.7          2.9          18.4
ZNF503               0.9          0.7          0.3          0.0          0.7          12.1
ZNF506               1.4          1.5          1.6          1.4          6.3          21.6
ZNF507               1.2          1.2          1.1          0.5          2.5          17.6
ZNF510               1.2          1.4          1.3          0.8          5.0          19.2
ZNF511               1.2          1.2          1.1          0.5          0.7          17.8
ZNF511-PRAP1         1.0          1.0          0.7          0.2          0.5          15.5
ZNF512               0.1          0.0          0.0          0.0          1.4          4.5
ZNF512B              0.9          0.8          0.5          0.1          4.1          13.9
ZNF513               0.9          0.8          0.4          0.1          1.2          12.8
ZNF514               1.3          1.4          1.3          0.7          8.4          18.6
ZNF516               0.8          0.5          0.2          0.0          3.4          11.3
ZNF517               1.0          0.8          0.3          0.0          0.8          12.1
ZNF518A              1.3          1.4          1.5          1.2          1.3          21.1
ZNF518B              0.0          0.0          0.0          0.0          4.1          3.1
ZNF519               1.0          0.8          0.5          0.1          11.7         13.6
ZNF521               0.7          0.4          0.1          0.0          1.4          9.3
ZNF524               0.7          0.5          0.1          0.0          1.6          10.1
ZNF525               0.8          0.5          0.2          0.0          5.2          10.4
ZNF526               1.0          1.0          0.7          0.2          4.2          15.1
ZNF527               0.6          0.3          0.1          0.0          4.8          8.3
ZNF528               0.8          0.4          0.1          0.0          14.8         10.0
ZNF529               0.5          0.2          0.0          0.0          4.2          7.4
ZNF530               0.7          0.5          0.2          0.0          1.1          10.9
ZNF532               0.8          0.7          0.3          0.1          41.4         12.4
ZNF534               0.8          0.5          0.2          0.0          4.5          10.3
ZNF536               0.2          0.0          0.0          0.0          0.6          4.7
ZNF540               0.5          0.3          0.0          0.0          1.3          8.1
ZNF541               0.9          0.7          0.3          0.1          5.4          12.4
ZNF543               0.8          0.5          0.2          0.0          0.2          11.3
ZNF544               0.6          0.3          0.1          0.0          0.3          8.7
ZNF546               0.7          0.5          0.1          0.0          1.8          10.0
ZNF547               0.2          0.0          0.0          0.0          2.1          4.8
ZNF548               0.7          0.4          0.1          0.0          3.2          10.3
ZNF549               0.4          0.2          0.0          0.0          8.1          7.6
ZNF550               1.3          1.7          2.2          2.0          0.5          23.5
ZNF551               1.0          1.0          0.8          0.3          0.4          16.2
ZNF552               0.9          0.6          0.2          0.0          17.3         11.0
ZNF554               0.8          0.7          0.4          0.1          4.6          13.2
ZNF555               0.2          0.0          0.0          0.0          3.1          4.6
ZNF556               0.6          0.3          0.1          0.0          1.4          9.0
ZNF557               0.5          0.2          0.0          0.0          0.6          7.9
ZNF558               1.0          1.1          0.9          0.3          18.3         16.4
ZNF559               1.1          1.3          1.2          0.6          6.2          18.2
ZNF559-ZNF177        0.5          0.3          0.1          0.0          1.2          8.4
ZNF560               0.4          0.2          0.0          0.0          1.2          7.3
ZNF561               0.7          0.5          0.2          0.0          1.0          10.4
ZNF562               0.5          0.2          0.0          0.0          2.9          7.9
ZNF563               0.4          0.1          0.0          0.0          0.6          7.1
ZNF564               1.7          2.7          5.0          13.6         3.8          44.4
ZNF565               0.1          0.0          0.0          0.0          1.0          4.2
ZNF566               0.3          0.1          0.0          0.0          0.7          5.6
ZNF567               0.6          0.3          0.1          0.0          11.2         9.1
ZNF568               0.1          0.0          0.0          0.0          0.5          4.1
ZNF569               1.3          1.7          2.3          2.0          2.5          23.4
ZNF57                1.3          1.4          1.1          0.5          3.2          17.5
ZNF570               0.8          0.6          0.2          0.0          2.6          11.4
ZNF571               1.1          1.0          0.6          0.2          7.2          14.6
ZNF572               1.7          2.4          3.9          6.0          2.7          31.8
ZNF573               1.2          1.2          1.0          0.4          1.4          17.0
ZNF574               0.2          0.0          0.0          0.0          0.3          4.7
ZNF575               1.0          0.9          0.5          0.1          5.3          14.2
ZNF576               0.7          0.6          0.2          0.0          4.3          11.3
ZNF577               1.0          1.1          0.9          0.4          52.7         16.7
ZNF578               1.2          1.3          1.4          0.7          5.9          18.7
ZNF579               1.3          1.9          2.5          2.5          1.4          25.0
ZNF580               0.7          0.5          0.2          0.0          2.7          10.2
ZNF581               0.5          0.2          0.0          0.0          1.2          7.3
ZNF582               1.0          1.0          0.7          0.2          1.1          15.5
ZNF583               1.4          1.9          3.1          3.7          3.5          28.4
ZNF584               0.8          0.6          0.3          0.0          2.7          11.5
ZNF585A              0.8          0.5          0.2          0.0          0.6          10.5
ZNF585B              0.1          0.0          0.0          0.0          0.6          4.4
ZNF586               0.3          0.1          0.0          0.0          1.6          6.3
ZNF587               1.0          0.8          0.4          0.1          7.6          13.3
ZNF587B              0.7          0.5          0.2          0.0          0.4          10.5
ZNF589               0.7          0.4          0.1          0.0          10.6         9.4
ZNF592               1.3          1.1          1.1          0.5          1.7          17.6
ZNF593               1.4          1.6          2.0          1.4          1.5          22.2
ZNF594               0.2          0.0          0.0          0.0          6.5          5.1
ZNF595               0.7          0.4          0.1          0.0          5.2          9.6
ZNF596               0.9          0.9          0.5          0.1          1.9          13.6
ZNF597               1.0          1.0          0.9          0.2          1.4          15.9
ZNF598               1.5          1.8          1.9          1.6          6.2          21.7
ZNF599               1.0          1.0          0.8          0.3          1.6          16.7
ZNF600               1.3          1.7          1.6          1.3          1.7          22.2
ZNF605               0.7          0.4          0.1          0.0          1.2          9.7
ZNF606               0.8          0.6          0.2          0.0          15.5         11.4
ZNF607               0.7          0.4          0.1          0.0          5.6          9.5
ZNF608               0.6          0.3          0.1          0.0          1.3          9.2
ZNF609               0.8          0.5          0.2          0.0          6.0          11.0
ZNF610               1.0          0.9          0.5          0.1          2.6          14.1
ZNF611               0.9          0.8          0.5          0.1          2.7          13.3
ZNF613               0.6          0.3          0.1          0.0          0.5          9.3
ZNF614               1.0          1.2          0.8          0.3          7.6          16.3
ZNF615               0.4          0.1          0.0          0.0          0.4          7.0
ZNF616               1.3          1.4          1.3          0.8          2.1          19.0
ZNF618               0.6          0.5          0.1          0.0          2.8          10.1
ZNF619               1.1          1.2          1.2          0.7          0.8          18.5
ZNF620               0.9          0.8          0.4          0.1          2.5          12.9
ZNF621               0.6          0.3          0.1          0.0          16.4         8.8
ZNF622               1.1          1.1          0.9          0.4          2.8          16.7
ZNF623               0.7          0.6          0.3          0.0          3.2          12.0
ZNF624               0.7          0.5          0.3          0.0          2.7          11.9
ZNF625               0.2          0.0          0.0          0.0          3.3          5.1
ZNF625-ZNF20         0.4          0.2          0.0          0.0          3.5          7.0
ZNF626               0.3          0.1          0.0          0.0          0.5          5.6
ZNF627               0.6          0.3          0.1          0.0          4.1          8.5
ZNF628               1.0          0.9          0.6          0.2          0.7          15.2
ZNF629               0.2          0.0          0.0          0.0          7.7          5.2
ZNF630               1.0          0.8          0.4          0.1          4.1          12.9
ZNF638               0.9          0.6          0.3          0.0          3.6          11.9
ZNF639               0.7          0.5          0.2          0.0          9.3          10.4
ZNF641               0.9          0.8          0.4          0.1          5.0          13.3
ZNF644               1.5          2.0          3.4          4.8          4.6          29.2
ZNF645               0.6          0.3          0.0          0.0          2.1          8.3
ZNF646               0.4          0.2          0.0          0.0          7.0          7.0
ZNF648               0.8          0.6          0.2          0.0          2.1          11.0
ZNF649               0.6          0.3          0.1          0.0          1.2          8.7
ZNF652               1.5          1.8          2.5          2.8          2.8          26.4
ZNF653               0.7          0.5          0.2          0.0          2.9          10.8
ZNF654               0.6          0.4          0.1          0.0          0.6          9.8
ZNF655               0.9          0.7          0.3          0.0          19.1         12.2
ZNF658               1.1          1.1          1.1          0.5          3.7          17.8
ZNF66                1.2          1.2          1.1          0.4          0.6          17.0
ZNF660               1.3          1.1          1.0          0.5          0.2          17.3
ZNF662               1.5          2.0          2.6          2.8          4.6          24.8
ZNF664               0.9          0.7          0.4          0.1          2.0          12.6
ZNF665               0.5          0.2          0.0          0.0          2.5          7.9
ZNF667               0.5          0.2          0.0          0.0          1.4          7.5
ZNF668               0.5          0.2          0.0          0.0          0.4          7.8
ZNF669               1.1          1.0          0.7          0.3          0.7          15.8
ZNF670               1.0          1.2          1.0          0.4          1.0          17.2
ZNF670-ZNF695        1.3          0.9          0.9          0.3          2.2          16.0
ZNF671               0.9          0.9          0.6          0.1          1.8          14.1
ZNF672               0.9          0.6          0.2          0.0          1.4          11.2
ZNF674               1.1          1.2          1.3          0.9          3.9          20.0
ZNF675               1.0          0.7          0.4          0.1          14.1         13.2
ZNF676               0.7          0.4          0.1          0.0          1.1          9.3
ZNF677               0.1          0.0          0.0          0.0          2.1          4.1
ZNF678               1.6          2.3          4.2          6.9          27.3         33.9
ZNF679               1.8          3.4          7.5          26.0         3.6          62.8
ZNF680               0.9          0.5          0.2          0.0          5.2          11.1
ZNF681               0.5          0.2          0.0          0.0          0.3          8.0
ZNF682               1.0          1.0          0.9          0.4          3.5          17.6
ZNF683               1.0          0.8          0.4          0.1          7.0          12.4
ZNF684               1.0          0.8          0.5          0.1          0.9          13.4
ZNF687               0.9          0.7          0.3          0.0          1.6          12.4
ZNF688               0.5          0.3          0.1          0.0          2.6          8.8
ZNF689               1.5          2.2          4.1          7.2          1.1          35.1
ZNF69                1.2          1.2          1.1          0.4          8.0          17.1
ZNF691               0.6          0.3          0.1          0.0          4.1          8.7
ZNF692               0.6          0.4          0.1          0.0          1.4          9.5
ZNF695               1.3          1.7          1.8          2.0          1.6          23.3
ZNF696               1.1          0.9          0.6          0.2          0.6          14.4
ZNF697               0.8          0.7          0.4          0.1          1.6          12.9
ZNF699               1.2          1.3          1.2          0.7          8.7          18.5
ZNF7                 0.7          0.5          0.2          0.0          1.0          11.1
ZNF70                0.7          0.5          0.2          0.0          19.9         10.8
ZNF700               0.9          0.8          0.4          0.1          3.8          13.3
ZNF701               1.3          1.5          2.0          1.8          1.8          22.3
ZNF703               0.5          0.2          0.0          0.0          1.8          7.7
ZNF704               0.8          0.5          0.2          0.0          2.1          10.5
ZNF705A              0.6          0.3          0.1          0.0          9.8          8.7
ZNF705B              0.8          0.9          0.4          0.1          7.3          13.8
ZNF705D              0.6          0.3          0.1          0.0          2.0          9.1
ZNF705G              1.5          1.5          2.2          2.3          1.6          24.3
ZNF706               0.6          0.3          0.1          0.0          15.4         8.5
ZNF707               1.0          0.9          0.6          0.2          1.5          14.9
ZNF708               0.3          0.1          0.0          0.0          24.5         5.8
ZNF709               0.5          0.2          0.0          0.0          1.9          7.2
ZNF71                1.2          1.4          1.3          0.7          2.0          19.1
ZNF710               1.1          1.2          1.0          0.5          0.2          17.5
ZNF711               1.0          0.9          0.5          0.1          0.5          13.9
ZNF713               1.1          0.8          0.5          0.1          2.3          13.6
ZNF714               0.7          0.4          0.1          0.0          1.0          9.9
ZNF716               0.9          0.7          0.3          0.0          4.9          11.9
ZNF717               1.0          0.9          0.5          0.1          5.0          13.7
ZNF718               0.3          0.1          0.0          0.0          1.6          6.3
ZNF720               0.8          0.5          0.2          0.0          3.7          10.2
ZNF721               1.0          1.1          0.9          0.3          3.9          16.8
ZNF724P              0.9          0.7          0.4          0.1          8.5          13.0
ZNF726               0.9          0.8          0.4          0.0          3.2          12.4
ZNF727               0.9          1.0          0.7          0.3          0.4          15.6
ZNF728               0.6          0.3          0.1          0.0          0.3          9.3
ZNF729               1.2          1.5          1.6          1.0          16.0         20.5
ZNF730               0.2          0.0          0.0          0.0          16.2         4.8
ZNF732               1.3          1.8          1.9          1.6          0.7          22.1
ZNF735               0.7          0.4          0.1          0.0          1.9          10.1
ZNF736               0.6          0.4          0.1          0.0          2.9          9.4
ZNF737               0.8          0.6          0.3          0.0          11.4         12.0
ZNF738               0.8          0.5          0.1          0.0          1.0          10.1
ZNF74                0.8          0.6          0.2          0.0          5.4          11.7
ZNF740               0.9          0.7          0.4          0.1          2.9          12.6
ZNF746               1.1          1.1          0.8          0.3          0.6          16.2
ZNF747               1.0          0.8          0.4          0.1          23.9         13.1
ZNF749               0.4          0.2          0.0          0.0          0.8          7.2
ZNF750               0.7          0.4          0.1          0.0          2.4          9.2
ZNF75A               0.4          0.2          0.0          0.0          1.6          7.0
ZNF75D               0.8          0.5          0.2          0.0          2.2          11.4
ZNF76                1.1          1.2          1.0          0.4          1.7          17.0
ZNF761               0.5          0.2          0.0          0.0          2.7          7.6
ZNF763               0.8          0.5          0.2          0.0          21.4         10.6
ZNF764               0.8          0.6          0.3          0.0          3.9          12.3
ZNF765               0.7          0.4          0.1          0.0          0.9          10.4
ZNF766               1.0          0.8          0.4          0.1          4.1          12.5
ZNF768               0.9          0.6          0.2          0.0          1.6          11.0
ZNF77                0.2          0.0          0.0          0.0          1.5          4.5
ZNF770               0.5          0.2          0.0          0.0          1.0          7.9
ZNF771               0.5          0.2          0.0          0.0          4.1          8.1
ZNF772               0.3          0.1          0.0          0.0          1.6          6.0
ZNF773               0.2          0.0          0.0          0.0          2.7          5.2
ZNF774               0.1          0.0          0.0          0.0          2.1          4.4
ZNF775               0.7          0.4          0.1          0.0          8.7          9.5
ZNF776               1.1          0.9          0.6          0.1          2.2          14.3
ZNF777               0.6          0.4          0.1          0.0          0.7          9.5
ZNF778               1.2          1.3          1.3          0.6          1.1          18.0
ZNF780A              0.6          0.3          0.1          0.0          20.4         9.2
ZNF780B              0.9          0.7          0.3          0.1          2.1          12.6
ZNF781               0.8          0.7          0.3          0.0          1.5          12.5
ZNF782               1.1          0.9          0.5          0.1          1.0          13.8
ZNF783               0.1          0.0          0.0          0.0          3.4          4.0
ZNF784               1.3          1.4          1.3          0.7          3.0          18.8
ZNF785               1.2          1.1          1.0          0.5          15.9         17.3
ZNF786               0.8          0.5          0.2          0.0          1.2          11.0
ZNF787               1.0          0.7          0.4          0.1          1.2          12.9
ZNF788               0.8          0.7          0.3          0.0          0.9          12.1
ZNF789               0.4          0.2          0.0          0.0          5.6          7.3
ZNF79                0.9          0.7          0.4          0.1          4.7          12.8
ZNF790               1.1          1.2          1.2          0.6          0.9          18.8
ZNF791               0.6          0.4          0.1          0.0          2.5          9.5
ZNF792               1.1          1.0          0.7          0.2          0.9          14.7
ZNF793               1.0          0.8          0.5          0.1          3.7          14.2
ZNF799               1.2          1.3          1.2          0.6          1.9          18.2
ZNF8                 0.9          0.7          0.3          0.0          14.9         11.6
ZNF80                0.5          0.2          0.0          0.0          1.8          7.9
ZNF800               0.6          0.3          0.1          0.0          1.4          9.1
ZNF804A              0.2          0.1          0.0          0.0          0.2          5.8
ZNF804B              1.2          1.5          1.5          1.2          0.2          21.2
ZNF805               0.7          0.4          0.1          0.0          6.7          9.6
ZNF808               0.8          0.6          0.2          0.0          1.4          10.6
ZNF81                0.8          0.5          0.3          0.0          2.9          11.5
ZNF812P              0.6          0.2          0.0          0.0          3.0          8.0
ZNF813               0.6          0.3          0.0          0.0          1.4          7.7
ZNF814               1.1          0.9          0.7          0.2          0.4          15.5
ZNF816               0.6          0.3          0.1          0.0          4.0          8.6
ZNF816-ZNF321P       0.5          0.3          0.1          0.0          4.5          8.4
ZNF821               0.8          0.6          0.2          0.0          2.0          11.6
ZNF823               0.3          0.1          0.0          0.0          3.1          6.4
ZNF827               0.7          0.3          0.0          0.0          0.3          8.7
ZNF829               0.8          0.6          0.2          0.0          8.3          10.9
ZNF83                1.6          2.2          3.5          4.5          0.5          29.3
ZNF830               1.4          1.7          2.0          1.9          2.3          23.1
ZNF831               0.1          0.0          0.0          0.0          0.6          3.5
ZNF835               0.4          0.2          0.0          0.0          1.1          8.1
ZNF836               0.5          0.3          0.0          0.0          1.0          8.3
ZNF837               0.9          0.6          0.3          0.1          0.3          12.0
ZNF839               1.1          1.0          0.9          0.3          2.7          16.3
ZNF84                1.2          1.3          1.5          1.0          1.6          20.0
ZNF841               0.6          0.4          0.1          0.0          11.8         9.8
ZNF843               1.1          1.3          1.2          0.5          2.5          17.7
ZNF844               1.3          1.2          1.0          0.5          0.3          17.1
ZNF845               1.1          1.1          0.8          0.3          2.4          16.4
ZNF846               1.1          1.2          1.1          0.4          0.9          17.1
ZNF85                0.1          0.0          0.0          0.0          9.6          4.2
ZNF850               0.4          0.2          0.0          0.0          7.6          7.2
ZNF852               1.7          2.0          2.8          3.0          0.9          24.5
ZNF853               0.9          0.7          0.4          0.1          1.9          12.7
ZNF860               1.4          1.7          2.1          2.2          0.5          24.6
ZNF862               0.7          0.4          0.1          0.0          1.2          10.1
ZNF865               0.8          0.6          0.3          0.0          2.4          11.9
ZNF878               0.8          0.5          0.2          0.0          5.4          10.9
ZNF879               1.0          0.7          0.3          0.0          3.2          12.2
ZNF880               0.6          0.3          0.1          0.0          4.5          8.7
ZNF883               1.3          1.6          2.1          1.9          0.6          23.8
ZNF891               1.3          1.2          1.4          0.8          1.1          19.3
ZNF90                1.6          2.1          3.0          4.3          2.9          29.0
ZNF91                1.1          1.0          0.8          0.3          1.2          16.3
ZNF92                0.4          0.1          0.0          0.0          3.5          6.7
ZNF93                1.2          1.0          0.7          0.3          1.7          15.6
ZNF98                0.7          0.4          0.1          0.0          0.9          9.5
ZNF99                0.8          0.8          0.4          0.1          3.2          13.1
ZNFX1                0.6          0.3          0.0          0.0          2.4          8.0
ZNHIT1               0.2          0.1          0.0          0.0          0.8          5.1
ZNHIT2               0.5          0.3          0.1          0.0          0.3          8.5
ZNHIT3               0.6          0.3          0.1          0.0          11.5         8.9
ZNHIT6               1.3          1.4          1.5          1.0          1.3          20.4
ZNRD1                1.1          1.2          1.1          0.5          3.0          18.0
ZNRF1                1.0          0.9          0.7          0.2          0.4          15.0
ZNRF2                1.0          0.8          0.4          0.1          6.9          12.2
ZNRF3                0.6          0.3          0.1          0.0          1.0          9.4
ZNRF4                1.1          1.1          0.9          0.3          1.1          16.6
ZP1                  1.0          0.8          0.5          0.1          2.4          13.9
ZP2                  0.4          0.2          0.0          0.0          2.5          7.5
ZP3                  1.8          2.5          4.4          8.7          3.0          36.0
ZP4                  0.5          0.2          0.0          0.0          0.3          7.4
ZPBP                 0.6          0.3          0.1          0.0          0.8          9.3
ZPBP2                0.8          0.6          0.2          0.0          0.5          11.4
ZPLD1                1.2          1.4          1.3          0.7          1.0          18.8
ZPR1                 1.5          1.8          3.0          3.9          11.5         28.9
ZRANB1               0.5          0.2          0.0          0.0          0.9          7.2
ZRANB2               0.7          0.5          0.2          0.0          35.7         10.3
ZRANB3               1.1          0.9          0.5          0.1          1.4          14.2
ZRSR1                1.2          1.1          0.9          0.4          3.9          16.9
ZRSR2                1.4          1.5          1.8          1.3          5.0          20.7
ZSCAN1               0.5          0.2          0.0          0.0          5.8          7.7
ZSCAN10              1.2          1.2          0.9          0.4          5.7          16.5
ZSCAN12              1.3          1.4          1.1          0.5          5.6          17.2
ZSCAN16              1.0          1.0          0.8          0.3          1.0          15.7
ZSCAN18              0.7          0.3          0.1          0.0          2.8          9.2
ZSCAN2               0.2          0.0          0.0          0.0          2.9          4.6
ZSCAN20              0.9          0.6          0.2          0.0          2.5          11.3
ZSCAN21              1.7          2.3          3.7          6.2          1.2          32.4
ZSCAN22              0.9          0.8          0.4          0.1          3.5          13.5
ZSCAN23              1.0          1.0          0.7          0.2          1.4          15.2
ZSCAN25              0.9          0.6          0.3          0.0          5.5          11.9
ZSCAN26              1.2          1.2          1.0          0.7          2.4          18.6
ZSCAN29              1.0          1.1          0.7          0.2          1.4          15.6
ZSCAN30              0.6          0.3          0.1          0.0          3.2          8.9
ZSCAN31              1.1          1.0          0.8          0.3          3.4          15.9
ZSCAN32              0.8          0.5          0.2          0.0          3.7          10.9
ZSCAN4               0.9          0.8          0.5          0.1          2.6          13.6
ZSCAN5A              1.2          1.3          1.2          0.5          3.3          17.5
ZSCAN5B              0.6          0.3          0.1          0.0          3.2          8.3
ZSCAN5CP             0.1          0.0          0.0          0.0          0.5          3.2
ZSCAN9               1.0          1.1          1.1          0.5          20.2         17.6
ZSWIM1               0.7          0.5          0.2          0.0          0.9          10.2
ZSWIM2               1.5          2.0          2.6          2.7          1.3          25.8
ZSWIM3               0.9          0.8          0.4          0.1          1.6          13.4
ZSWIM4               1.0          0.8          0.5          0.1          2.2          14.1
ZSWIM5               0.3          0.1          0.0          0.0          2.5          5.6
ZSWIM6               1.0          1.0          0.8          0.3          1.0          16.0
ZSWIM7               1.1          0.9          0.4          0.1          1.2          12.6
ZSWIM8               0.8          0.6          0.2          0.0          9.0          11.1
ZUFSP                0.8          0.6          0.3          0.0          11.4         12.3
ZW10                 1.3          1.6          2.1          2.3          0.7          24.2
ZWILCH               1.2          1.5          1.8          1.3          1.8          22.3
ZWINT                0.2          0.1          0.0          0.0          2.8          5.3
ZXDA                 0.9          0.6          0.3          0.0          1.8          11.6
