#gene	sample7	sample8	sample9
MAZ	5643	4486	6512
PRRT2	1458	1928	2013
AC009133.23	7067	2560	2309
PAGR1	2081	1620	1600
CTD-2574D22.6	2839	5816	6215
MVP	8142	7503	3891
CDIPT	809	282	1268
SEZ6L2	179	258	123
ASPHD1	74	61	118
KCTD13	3748	2972	3087
TMEM219	1068	1282	1951
TAOK2	5166	5670	3520
HIRIP3	5734	3606	3230
INO80E	1023	2453	1447
DOC2A	2306	3496	12164
C16orf92	551	1080	770
FAM57B	1489	2763	3775
ALDOA	7164	8862	7151
PPP4C	10511	3655	10235
TBX6	4381	4535	5644
YPEL3	11114	4739	7020
GDPD3	90	115	86
MAPK3	1551	1845	2716
CORO1A	950	1189	342
BOLA2B	14120	14536	7250
SLX1A	2289	4576	2010
SULT1A3	49	74	86
RP11-347C12.3	5100	4122	2820
RP11-347C12.1	1441	828	1733
CD2BP2	1107	1286	721
TBC1D10B	5627	4837	3227
MYLPF	1823	1384	1360
ZNF48	4644	5031	3741
SEPT1	264	776	1154
ZNF771	6074	4884	6359
DCTPP1	7145	1685	2663
SEPHS2	140	337	70
ITGAL	3336	2227	2608
ZNF768	357	595	557
AC002310.11	1759	1072	1662
ZNF747	803	915	425
AC002310.13	2676	1313	2765
ZNF764	1080	782	916
ZNF688	9603	8017	4373
ZNF785	2138	2293	5223
ZNF689	793	1114	1850
PRR14	2181	783	1526
FBRS	12218	11673	7571
SRCAP	1386	1885	3036
RP11-2C24.9	1409	1720	2143
TMEM265	1702	1577	1490
PHKG2	299	442	789
CCDC189	2022	1914	5003
RNF40	154	71	272
ZNF629	6	13	13
BCL7C	110	129	74
CTF1	9300	6918	5969
FBXL19	1026	1315	1039
ORAI3	911	792	1061
SETD1A	359	515	425
HSD3B7	614	509	795
STX1B	401	709	721
STX4	4865	6982	2197
ZNF668	1227	3174	2881
ZNF646	223	298	153
PRSS53	1067	766	789
RP11-196G11.1	5740	2514	1778
VKORC1	505	349	602
BCKDK	7229	3638	5250
KAT8	3437	2209	1930
PRSS8	711	594	865
PRSS36	569	640	868
FUS	610	402	657
PYCARD	25	5	17
TRIM72	2407	2739	1307
PYDC1	8015	11748	11165
ITGAM	4316	5651	7059
ITGAX	1219	1366	1562
ITGAD	860	1036	933
COX6A2	405	314	411
ZNF843	988	1379	1878
ARMC5	126	145	126
TGFB1I1	824	684	692
SLC5A2	40	78	135
C16orf58	215	561	185
AHSP	4190	3435	4273
ZNF720	3214	5163	2297
ZNF267	3201	6301	1536
TP53TG3D	490	616	1005
TP53TG3	2022	1871	1607
TP53TG3C	4835	11940	3782
TP53TG3E	3785	5704	4304
TP53TG3B	366	804	1429
TP53TG3F	646	798	666
RP11-812E19.9	639	608	585
SHCBP1	10348	14416	7291
VPS35	1954	1117	1818
ORC6	4904	2953	2507
MYLK3	1615	1543	1377
C16orf87	2593	5348	6309
GPT2	3587	1466	902
DNAJA2	2408	2230	1241
NETO2	101	133	122
ITFG1	5514	8226	2505
PHKB	237	599	606
ABCC12	3420	5535	5368
ABCC11	9193	3473	3108
LONP2	45	78	104
SIAH1	2343	1712	2478
N4BP1	2148	2452	1413
CBLN1	15063	10145	9356
C16orf78	3740	2303	3666
ZNF423	2176	2561	2257
CNEP1R1	5087	4841	8839
HEATR3	3421	1349	726
PAPD5	2686	1579	837
ADCY7	3461	3462	3228
BRD7	7853	7794	5232
NKD1	2257	5998	4466
SNX20	6492	5743	11868
NOD2	711	966	575
CYLD	9384	6142	6552
SALL1	5894	10248	11619
TOX3	917	779	743
RP11-467J12.4	3141	2938	2721
CHD9	7815	16569	6452
AC007906.1	1201	631	954
RBL2	2287	1135	1603
AKTIP	878	1364	657
RPGRIP1L	70	120	110
FTO	295	179	288
IRX3	1826	4489	6242
IRX5	988	826	553
IRX6	1099	3369	1791
MMP2	3766	5728	12058
LPCAT2	1330	1290	1233
CAPNS2	542	407	308
SLC6A2	373	346	379
CES1	108	112	209
CES5A	1640	1814	1965
GNAO1	961	1739	1451
AMFR	2314	4485	3082
NUDT21	7523	7311	6002
OGFOD1	530	444	457
BBS2	2066	1756	1511
MT4	5329	4849	3365
MT3	3609	2548	5712
MT2A	1672	1817	1335
MT1E	3301	3550	4643
MT1M	477	585	446
MT1A	3897	2314	3343
MT1B	2570	3775	1741
MT1F	787	1125	647
MT1G	2675	2420	2807
MT1H	3453	6171	2905
RP11-249C24.12	7149	13353	7575
MT1X	1663	2118	1069
NUP93	253	1316	1182
SLC12A3	1433	1897	1241
HERPUD1	72	160	81
CETP	221	482	362
NLRC5	1886	1705	2138
CPNE2	17756	5150	13743
FAM192A	246	162	154
RSPRY1	3057	2804	5549
ARL2BP	400	289	546
PLLP	2063	2641	6068
CCL22	1912	1671	1875
CX3CL1	1820	2263	3177
CCL17	392	1081	1014
CIAPIN1	1027	1016	996
COQ9	1737	1366	558
POLR2C	2055	3972	1902
DOK4	926	2809	3880
CCDC102A	2227	1579	2683
ADGRG5	6347	6221	9372
ADGRG1	7027	10046	8971
ADGRG3	10120	7955	11929
DRC7	1350	3482	2971
KATNB1	58	28	121
KIFC3	2021	1220	2815
CNGB1	1170	267	314
TEPP	1408	2745	1826
ZNF319	1819	1705	1350
USB1	1379	1573	2546
MMP15	2168	1301	723
CFAP20	4020	3695	7372
CSNK2A2	481	503	678
CCDC113	2610	2675	7561
PRSS54	5527	5912	3771
GINS3	899	684	977
NDRG4	1892	3715	1464
SETD6	12221	7197	5424
CNOT1	1090	4328	1878
AC010287.1	967	1412	813
SLC38A7	7941	12307	26052
GOT2	663	782	412
RP11-457D20.2	7222	13547	13831
CDH8	7035	8014	3807
CDH11	18	27	40
CDH5	3269	810	2183
BEAN1	1586	1888	1747
RP11-403P17.5	6984	4696	7941
TK2	2344	1633	7651
CKLF	5149	7132	9632
CKLF-CMTM1	2283	3229	5196
CMTM1	2156	1007	1253
CMTM2	330	133	134
CMTM3	1558	2682	2265
CMTM4	4476	5941	3617
DYNC1LI2	59	98	86
TERB1	3149	1125	2429
NAE1	248	220	516
CA7	3582	2963	2185
PDP2	650	950	759
CDH16	51	113	90
RRAD	7349	6520	15411
FAM96B	1522	1850	1310
CES2	596	494	918
CES3	5609	5398	904
CES4A	514	486	615
CBFB	3351	3542	4793
C16orf70	152	73	62
B3GNT9	4699	3431	4447
TRADD	12153	3756	5839
FBXL8	7352	7444	6259
RP11-5A19.5	1445	525	1512
HSF4	2103	5287	5341
NOL3	4515	3240	2248
KIAA0895L	792	1100	692
EXOC3L1	103	194	110
E2F4	5717	6721	11592
ELMO3	8762	4975	4922
LRRC29	2945	1544	2370
TMEM208	10487	8394	4530
FHOD1	156	125	167
SLC9A5	6958	6793	6676
PLEKHG4	169	328	399
KCTD19	292	877	283
LRRC36	2264	1514	2640
TPPP3	3163	4953	2323
ZDHHC1	3350	6354	8765
HSD11B2	195	642	308
ATP6V0D1	3703	1980	777
AGRP	531	959	1009
FAM65A	1637	1270	2057
AC027682.1	595	784	294
CTCF	700	164	284
CARMIL2	858	301	266
ACD	1601	2817	4613
PARD6A	5811	4068	1920
ENKD1	841	1038	1781
C16orf86	82	59	65
GFOD2	85	57	136
RANBP10	2954	9015	4843
TSNAXIP1	3239	10730	7813
CENPT	5418	5851	8365
THAP11	3305	5681	1179
NUTF2	4509	3792	1454
EDC4	577	493	490
NRN1L	4485	4992	6156
PSKH1	215	288	248
CTRL	8813	3961	6091
CTC-479C5.12	215	1151	554
PSMB10	307	487	297
LCAT	4200	4181	3145
SLC12A4	3567	4380	2838
DPEP3	720	465	369
DPEP2	14303	7759	11156
DUS2	1383	1602	919
CTC-479C5.6	13585	10554	16661
DDX28	3143	2089	5589
NFATC3	4976	4522	4375
ESRP2	143	98	124
PLA2G15	369	384	567
SLC7A6	6843	2073	1082
SLC7A6OS	2835	4709	2717
PRMT7	4166	4105	3998
SMPD3	1608	1390	667
ZFP90	12790	4226	4204
CDH3	1478	1820	2313
CDH1	2076	888	2075
TANGO6	1097	1203	1664
HAS3	3003	3544	6062
CHTF8	4904	3027	3694
UTP4	2912	5455	8852
SNTB2	37	33	32
RP11-343C2.11	7987	7406	3552
VPS4A	427	308	531
COG8	348	1156	1083
PDF	4807	3926	6087
RP11-343C2.9	2883	5434	1524
RP11-343C2.7	3262	2916	2987
NIP7	1886	7085	6681
TMED6	317	755	514
TERF2	13923	16279	3628
CYB5B	5326	5790	2601
NFAT5	5242	12148	6987
NQO1	5376	3860	5674
NOB1	422	733	780
WWP2	803	648	612
CLEC18A	5145	6030	7948
AC009022.1	8767	4823	4665
PDPR	1331	534	730
CLEC18C	1458	860	387
AC009060.1	3543	2149	6624
AC009060.2	2949	2153	1426
EXOSC6	2900	2627	1763
AARS	1030	1541	1324
DDX19B	381	177	318
RP11-529K1.3	867	806	917
DDX19A	1247	2082	3004
ST3GAL2	3567	9229	8863
FUK	6820	3062	5309
COG4	4670	10150	3600
SF3B3	1422	523	2406
IL34	928	1019	859
MTSS1L	9095	21386	38647
VAC14	4452	3204	3193
HYDIN	719	522	389
CMTR2	45	28	79
CALB2	698	1650	1432
ZNF23	15158	8355	18883
AC010547.9	1948	1693	1096
ZNF19	2797	6473	4420
CHST4	2197	2553	3109
TAT	6921	7019	4548
MARVELD3	2505	1799	6951
PHLPP2	5447	4762	7478
AP1G1	2434	3591	2002
ATXN1L	777	1381	634
IST1	4734	4626	3128
ZNF821	817	817	1144
PKD1L3	297	320	888
DHODH	924	1615	1382
TXNL4B	373	654	324
HP	42	161	78
HPR	2223	2316	4470
DHX38	3034	3370	5134
PMFBP1	167	100	30
AC004158.1	7481	9580	6252
ZFHX3	277	285	247
PSMD7	6059	4318	7749
NPIPB15	1891	1722	1457
CLEC18B	2132	3016	4379
GLG1	520	508	666
RFWD3	9568	14316	11453
MLKL	3186	8353	9289
FA2H	1931	1472	3467
WDR59	14622	6598	6157
ZNRF1	208	77	84
LDHD	2798	2878	2524
ZFP1	1778	543	715
CTRB2	2429	1669	587
CTRB1	1230	1485	810
BCAR1	8876	9164	12980
CFDP1	342	472	536
RP11-77K12.1	1937	1128	3246
TMEM170A	180	333	579
CHST6	938	663	1027
RP11-77K12.7	389	501	587
CHST5	1976	2409	2324
TMEM231	436	741	519
GABARAPL2	549	491	768
ADAT1	416	238	785
KARS	1597	1984	572
TERF2IP	1138	1600	965
CNTNAP4	5406	10112	5876
RP11-58C22.1	1055	1304	920
MON1B	7499	10808	2858
SYCE1L	2164	2301	2076
ADAMTS18	315	328	326
NUDT7	169	490	318
VAT1L	171	513	484
CLEC3A	1559	1150	1021
WWOX	3596	2483	2548
MAF	4708	5275	5232
DYNLRB2	1440	518	1369
CDYL2	885	2458	939
CMC2	203	258	518
CENPN	992	958	1006
ATMIN	1066	782	1946
C16orf46	329	441	305
GCSH	2957	5199	5180
AC092718.1	1721	3037	4377
BCO1	3111	1877	2869
GAN	125	114	215
CMIP	92	143	40
PLCG2	10997	6611	3654
SDR42E1	4319	7696	2474
HSD17B2	6807	5501	7747
MPHOSPH6	95	240	397
CDH13	2574	2510	1899
HSBP1	7019	8313	9132
MLYCD	1315	2656	2885
RP11-505K9.4	2213	1219	1984
OSGIN1	3420	3691	2661
NECAB2	1032	707	1309
SLC38A8	9989	9803	5436
MBTPS1	5575	1768	7064
HSDL1	1435	2981	2785
DNAAF1	4141	3689	3931
TAF1C	687	385	567
ADAD2	16	14	11
KCNG4	843	1202	1293
WFDC1	377	1216	678
ATP2C2	1720	944	1243
TLDC1	4384	5409	3261
COTL1	7116	5364	6543
KLHL36	5349	3473	4179
USP10	413	723	661
CRISPLD2	8037	6536	6224
ZDHHC7	2758	6238	2781
KIAA0513	2504	2962	3777
FAM92B	2236	3412	4273
GSE1	327	369	317
GINS2	3268	4414	4128
C16orf74	3	16	6
EMC8	4841	3338	2228
COX4I1	1474	2288	3055
IRF8	11086	20527	10765
FOXF1	3787	3166	4527
MTHFSD	727	522	779
FOXC2	46	62	100
FOXL1	5026	9993	8351
C16orf95	1286	1802	2520
RP11-178L8.4	24106	14334	13302
FBXO31	1331	2370	2579
MAP1LC3B	140	184	403
ZCCHC14	4401	2056	2302
JPH3	6385	4496	4732
KLHDC4	1766	1206	590
SLC7A5	203	131	421
CA5A	702	698	806
BANP	1078	1646	983
ZNF469	4011	3599	4061
ZFPM1	2915	1851	1438
ZC3H18	211	133	477
IL17C	2071	1648	2739
CYBA	3647	469	1001
MVD	128	210	170
SNAI3	1502	1100	1617
AC138028.1	13479	10171	12293
RNF166	1969	1440	1225
CTU2	3669	1616	4658
PIEZO1	2243	863	1864
CDT1	1187	1654	1960
APRT	1067	2194	1352
GALNS	1899	946	1328
AC092384.1	79	55	95
TRAPPC2L	8175	8143	5302
PABPN1L	3796	2717	1962
CBFA2T3	4244	1263	2082
ACSF3	3066	3654	3142
CDH15	13777	8762	6721
SLC22A31	1758	2186	1600
ZNF778	548	1289	1283
ANKRD11	866	1128	859
SPG7	1115	573	138
RPL13	173	322	532
CPNE7	8970	6593	8992
DPEP1	59	577	416
CHMP1A	5209	10474	4385
SPATA33	670	954	523
CDK10	476	892	761
SPATA2L	331	286	207
VPS9D1	3662	5841	6883
ZNF276	3483	2245	2225
FANCA	151	286	204
SPIRE2	328	731	1035
TCF25	759	1240	799
MC1R	3161	3441	4617
RP11-566K11.2	600	565	635
TUBB3	2318	4331	1239
DEF8	91	150	140
CENPBD1	6941	7341	6722
DBNDD1	435	926	258
GAS8	1927	1210	2543
PRDM7	9717	4977	7987
SCGB1C2	2534	4136	7350
DOC2B	3300	1557	1273
RPH3AL	3348	3283	4858
C17orf97	666	922	959
FAM101B	1626	2497	1784
VPS53	4189	5274	2457
FAM57A	1338	782	620
GEMIN4	7576	10302	8088
GLOD4	5823	5088	6820
AC087392.1	8116	1969	2408
MRM3	2523	3444	1396
NXN	17414	12656	17996
TIMM22	3782	7998	2871
ABR	206	480	511
BHLHA9	1411	2425	2240
TUSC5	1754	1428	1099
YWHAE	8217	8513	4199
CRK	635	535	673
MYO1C	273	564	380
INPP5K	1619	2855	4117
PITPNA	4641	3050	2695
SLC43A2	1029	887	799
SCARF1	1603	1446	2517
RILP	336	318	168
PRPF8	1843	1130	815
TLCD2	3425	1451	1221
WDR81	7832	5912	5342
SERPINF2	1741	6505	3026
SERPINF1	903	305	614
SMYD4	319	302	206
RPA1	374	901	528
RTN4RL1	2824	3074	5452
DPH1	761	787	865
OVCA2	3906	8721	11728
HIC1	3330	2889	4904
SMG6	1992	4597	1655
SRR	2092	3114	1880
TSR1	701	1227	1230
SGSM2	2179	1134	4643
MNT	1945	446	2526
METTL16	2164	2596	1307
PAFAH1B1	366	472	1499
CLUH	1116	1323	1861
RAP1GAP2	9921	14078	8626
OR1D5	392	1104	921
OR1D2	945	893	1141
OR1G1	486	874	788
OR1A2	3725	3555	6079
OR1A1	2785	1695	1876
OR3A2	666	854	480
OR3A1	291	741	336
OR1E1	5027	2058	7788
OR3A3	180	243	277
OR1E2	2695	1736	1391
SPATA22	4141	2311	4524
ASPA	1075	702	1031
TRPV3	1806	467	1039
TRPV1	1053	3067	2395
RP11-235E17.2	1185	1537	1852
SHPK	581	411	489
CTNS	161	121	209
TAX1BP3	4777	12001	5484
P2RX5-TAX1BP3	86	96	67
EMC6	361	441	421
P2RX5	1456	9099	6636
ITGAE	932	791	1793
GSG2	932	1648	1310
NCBP3	2953	4350	2632
CAMKK1	312	354	733
P2RX1	3409	2532	3371
ATP2A3	10536	8153	9038
ZZEF1	230	257	186
CYB5D2	28	20	6
ANKFY1	7775	8281	7554
UBE2G1	6302	3574	5284
SPNS3	143	89	48
SPNS2	3202	1748	2467
MYBBP1A	515	606	397
GGT6	425	84	774
SMTNL2	810	266	790
ALOX15	1589	924	1489
PELP1	2040	1970	2047
ARRB2	8674	14122	4041
MED11	1101	2515	1085
CXCL16	4421	3841	5640
ZMYND15	258	574	309
TM4SF5	1401	1592	1494
VMO1	11622	21061	19392
GLTPD2	2488	2653	3081
PSMB6	309	346	558
RP11-81A22.5	2089	1672	1709
PLD2	192	266	115
MINK1	99	138	123
CHRNE	6567	9291	6627
C17orf107	2039	4723	2545
GP1BA	949	1279	1628
SLC25A11	1032	382	420
RNF167	3692	4346	2824
PFN1	1714	1327	2332
ENO3	4812	3629	1944
SPAG7	1095	1194	1609
CAMTA2	2871	5204	4557
INCA1	822	1019	674
KIF1C	4520	3661	2336
SLC52A1	322	299	255
ZFP3	7013	3011	3774
ZNF232	2513	2246	2071
USP6	668	545	846
ZNF594	2150	5057	6936
SCIMP	468	391	421
RABEP1	3835	4806	4954
NUP88	1205	788	1036
RPAIN	820	1768	1405
C1QBP	2307	3410	1387
DHX33	803	1159	2019
DERL2	1340	1746	3993
MIS12	633	328	975
NLRP1	1459	3261	2641
WSCD1	14593	15726	3490
AIPL1	30097	13569	18788
FAM64A	11766	6828	11909
PITPNM3	3174	1606	5030
KIAA0753	5177	9045	1752
CTC-281F24.5	6367	12625	10548
TXNDC17	1350	1247	2405
MED31	378	435	617
C17orf100	9082	7330	3940
SLC13A5	625	494	367
XAF1	114	194	193
FBXO39	326	242	232
TEKT1	7646	3662	6476
ALOX12	3431	3219	2627
RNASEK	5127	8201	4164
RNASEK-C17orf49	2985	3254	3658
C17orf49	204	834	606
BCL6B	60	34	36
SLC16A13	386	249	362
SLC16A11	4716	3569	571
CLEC10A	6635	4378	4989
ASGR2	1056	1602	1886
ASGR1	9848	7903	4638
DLG4	2624	10260	8231
ACADVL	8677	13140	8517
DVL2	1135	2103	1125
PHF23	2681	4042	3738
GABARAP	1450	1049	1805
CTD-2545G14.7	3821	1486	4180
CTDNEP1	1765	2012	1828
RP1-4G17.5	9172	7405	5337
ELP5	4121	5104	4810
CLDN7	567	627	340
SLC2A4	17818	21558	6028
YBX2	500	184	333
EIF5A	2015	442	3551
GPS2	690	578	731
RP11-542C16.2	8743	4868	9370
NEURL4	614	195	319
ACAP1	3550	1601	1475
KCTD11	9807	8998	9814
TMEM95	8647	4296	5443
TNK1	1010	1869	2747
TMEM256-PLSCR3	8015	3176	2934
TMEM256	883	1021	1129
NLGN2	3126	3749	2828
SPEM1	1048	614	1065
C17orf74	7004	4841	6654
RP11-104H15.12	149	209	54
TMEM102	3206	4153	3332
FGF11	5429	6460	5278
CHRNB1	327	1460	311
ZBTB4	19	11	39
SLC35G6	180	199	237
POLR2A	5023	1733	6460
TNFSF12	1720	793	2023
TNFSF12-TNFSF13	1240	853	583
TNFSF13	3379	2438	12237
SENP3	840	809	721
SENP3-EIF4A1	39	41	56
EIF4A1	2841	8282	5281
CD68	890	1243	761
MPDU1	1408	1231	2173
SOX15	1890	2315	2640
FXR2	2768	2054	547
SHBG	7183	5597	3028
SAT2	4825	5351	9494
ATP1B2	1444	4237	1674
TP53	536	612	233
WRAP53	197	434	396
EFNB3	2541	4305	1008
DNAH2	2691	2078	694
KDM6B	4235	2103	3160
TMEM88	1982	1629	2489
NAA38	20279	8251	10999
CYB5D1	5211	5517	6663
CHD3	2655	2874	1627
AC025335.1	1037	551	1082
AC104581.1	694	1015	934
KCNAB3	4742	2147	2820
RP11-1099M24.7	629	992	474
TRAPPC1	6487	11385	11983
CNTROB	6079	9639	9520
GUCY2D	786	1143	891
ALOX15B	9122	5820	5210
ALOX12B	887	1659	1499
ALOXE3	713	1383	1141
HES7	6592	3244	4660
PER1	1200	3094	3098
RP11-599B13.6	3606	2872	1144
VAMP2	501	566	589
TMEM107	250	349	172
BORCS6	757	513	396
AC129492.1	6749	11261	18404
AURKB	205	129	406
CTC1	5121	4272	7780
PFAS	6481	7350	5086
SLC25A35	1795	1605	2562
RANGRF	2330	2745	3348
ARHGEF15	2193	6622	2682
ODF4	2234	2753	8086
KRBA2	17333	7594	13005
RP11-849F2.7	2499	2153	2137
RPL26	1283	1135	2804
RNF222	657	1403	1404
NDEL1	497	485	552
MYH10	3790	6198	4164
CCDC42	532	690	294
SPDYE4	5504	6246	14590
MFSD6L	4056	15960	2813
PIK3R6	8050	2849	9063
PIK3R5	5370	5031	1600
NTN1	968	571	1030
STX8	4522	2526	4062
CFAP52	331	648	850
USP43	3768	1200	838
DHRS7C	1502	2774	1918
GSG1L2	2938	1489	2221
GLP2R	175	467	225
RCVRN	3582	797	2165
GAS7	3851	4434	6323
MYH13	272	263	128
MYH8	1251	1861	2168
MYH4	839	364	824
MYH1	1147	4557	3122
MYH2	1030	2614	1951
MYH3	306	303	421
SCO1	2767	3960	1828
ADPRM	1300	1320	1528
TMEM220	1839	4364	3358
LINC00675	4959	3328	5042
PIRT	13968	5376	7328
SHISA6	1012	1605	1752
DNAH9	4913	3830	4048
ZNF18	5095	9312	12107
MAP2K4	2234	1858	2861
MYOCD	695	1216	1458
ARHGAP44	2119	1196	1830
ELAC2	942	891	911
HS3ST3A1	1571	2404	1654
COX10	544	648	413
CDRT15	2751	3055	2437
HS3ST3B1	1921	1136	1330
PMP22	186	473	307
TEKT3	7156	6741	2808
CDRT4	2987	1908	2505
TVP23C-CDRT4	5013	3672	7328
TVP23C	1750	3546	1997
CDRT1	2859	2943	4222
RP11-385D13.1	3330	3256	4703
TRIM16	820	1537	1059
ZNF286A	285	208	166
TBC1D26	950	1351	2009
ADORA2B	137	128	94
ZSWIM7	376	437	427
TTC19	4195	6783	2697
NCOR1	594	324	558
PIGL	3148	4911	10716
CENPV	309	415	230
UBB	4566	2660	2459
TRPV2	10739	5735	6912
LRRC75A	2337	1627	2821
ZNF287	6132	4023	2796
ZNF624	2414	3033	5038
CCDC144A	1303	2811	1402
RP11-219A15.1	134	73	29
TNFRSF13B	462	602	657
MPRIP	3197	2770	3412
PLD6	3488	1447	1617
RP11-45M22.4	5200	3118	1331
FLCN	10924	3834	7419
COPS3	236	312	316
NT5M	1177	547	1398
MED9	3611	2357	3286
RASD1	5306	1667	4510
PEMT	2701	3698	4524
RAI1	2730	2425	1129
SREBF1	3285	2812	2137
TOM1L2	657	491	901
DRC3	2239	1624	3508
ATPAF2	387	355	453
GID4	5779	5393	2480
DRG2	1402	2404	2933
MYO15A	910	2713	1157
ALKBH5	195	149	154
LLGL1	232	618	560
FLII	2641	1996	3301
MIEF2	349	215	532
TOP3A	2409	1079	1690
SMCR8	3770	4312	2260
SHMT1	394	200	176
EVPLL	491	967	299
LGALS9C	1095	619	776
FAM106A	8894	5018	10761
TBC1D28	2910	3089	1491
ZNF286B	250	120	157
TRIM16L	5756	2882	4163
FBXW10	1038	729	1082
TVP23B	2042	1503	1624
PRPSAP2	620	354	516
SLC5A10	4128	2614	7375
FAM83G	1258	1466	662
GRAP	1603	2399	917
GRAPL	2447	1414	1818
EPN2	2060	3115	4987
B9D1	133	160	136
MAPK7	1884	1552	5744
MFAP4	3951	2166	208
RNF112	1484	1869	3571
SLC47A1	1579	809	1074
ALDH3A2	3421	5742	1824
SLC47A2	2234	1861	1436
ALDH3A1	942	1076	627
ULK2	1771	1930	3823
AKAP10	2195	2183	4141
SPECC1	4028	4393	5485
LGALS9B	86	59	63
CDRT15L2	506	971	646
CCDC144NL	2072	1109	1208
USP22	132	413	226
DHRS7B	3520	7372	12236
TMEM11	1495	785	1423
NATD1	89	83	47
MAP2K3	1938	3561	17771
KCNJ12	748	1543	503
C17orf51	2660	2431	2524
KCNJ18	614	996	2502
ABC13-47656900H15.1	5460	5853	4339
MTRNR2L1	757	737	1182
WSB1	752	596	271
KSR1	9652	8297	8853
AC015688.3	5448	5131	4007
LGALS9	3448	3059	2439
NOS2	336	439	260
RP1-66C13.4	29	30	11
LYRM9	8093	2286	9728
NLK	2961	3257	1969
TMEM97	12	8	6
IFT20	1063	939	1529
TNFAIP1	1653	1063	1174
POLDIP2	3239	4284	5584
TMEM199	4958	9434	6089
SEBOX	1393	1845	1504
CTB-96E2.2	883	5249	5837
SARM1	2221	1641	1695
VTN	737	963	1145
SLC46A1	853	1715	6100
RP11-192H23.4	4564	1915	2813
SLC13A2	1835	3565	2760
FOXN1	628	941	1110
UNC119	7099	4443	2412
PIGS	1960	3662	4856
ALDOC	1283	2548	3155
SPAG5	4112	3169	927
SGK494	6096	5605	2535
KIAA0100	9179	3844	5154
SDF2	1083	1361	1482
SUPT6H	6391	6044	4385
PROCA1	2104	3162	3818
RAB34	242	182	112
RPL23A	119	65	86
TLCD1	1488	2206	1966
NEK8	1734	660	1050
TRAF4	2416	2270	2461
FAM222B	105	116	132
ERAL1	9872	5825	4566
FLOT2	980	3835	3203
DHRS13	800	858	1039
PHF12	487	287	673
PIPOX	2457	2666	3985
SEZ6	474	497	525
MYO18A	3152	4625	3339
TIAF1	6159	7890	14440
CRYBA1	12482	8910	6498
NUFIP2	7592	4637	11710
TAOK1	1806	846	2391
ABHD15	3673	4379	8716
TP53I13	1673	1017	1734
GIT1	1573	1413	2528
ANKRD13B	6164	10247	10626
CORO6	3621	12570	6149
SSH2	1196	629	1285
EFCAB5	2908	1992	1261
NSRP1	5049	5675	8027
SLC6A4	1978	1055	980
BLMH	6533	1697	3265
TMIGD1	1576	608	1022
CPD	2149	780	1395
GOSR1	986	1298	1622
TBC1D29	5796	3730	1947
CRLF3	551	926	1831
ATAD5	711	383	814
TEFM	113	317	408
ADAP2	361	430	558
RNF135	2415	5428	2645
NF1	1081	831	1758
OMG	3506	692	4742
EVI2B	1918	901	352
CTD-2370N5.3	4563	1842	1517
EVI2A	458	1594	1226
RAB11FIP4	7512	5762	12583
COPRS	12995	9345	6308
UTP6	813	894	1113
SUZ12	281	567	253
LRRC37B	6507	5006	12039
RHOT1	1877	2602	2164
RHBDL3	4896	1630	3198
C17orf75	4757	11820	7909
ZNF207	1115	1762	983
PSMD11	3792	2968	2918
CDK5R1	354	372	446
MYO1D	1336	1012	1405
TMEM98	936	458	715
SPACA3	10071	25418	13975
ASIC2	6117	5825	1599
CCL2	542	1843	2782
CCL7	36	58	13
CCL11	5978	2114	2643
CCL8	129	43	81
CCL13	6644	1595	2959
CCL1	92	483	302
TMEM132E	121	180	397
CCT6B	1789	2196	3541
ZNF830	19661	8764	9247
LIG3	1109	767	593
RFFL	1680	498	1329
RAD51L3-RFFL	5299	6662	7414
RAD51D	7899	7618	5980
FNDC8	234	158	191
NLE1	11761	6884	12836
UNC45B	1778	1293	1329
SLC35G3	985	1493	1629
SLFN5	1152	1061	615
SLFN11	636	1210	493
SLFN12	2782	3172	1493
SLFN13	364	480	498
SLFN12L	5472	1689	3086
SLFN14	553	329	1408
PEX12	2024	688	709
AP2B1	2143	962	1595
TAF15	2058	3105	1576
RASL10B	426	193	450
GAS2L2	2044	2767	3633
MMP28	281	208	586
C17orf50	5647	3832	6011
HEATR9	329	317	133
CCL5	2682	1389	2032
RDM1	3761	3114	3397
LYZL6	660	472	397
CCL16	633	312	670
CCL14	263	857	438
CCL15-CCL14	6664	6156	7746
CCL15	8478	10359	7718
CCL23	3562	3798	4569
CCL18	2688	2725	1359
CCL3	952	2489	2013
CCL4	2407	1995	2391
TBC1D3B	1459	837	1390
CCL3L3	1999	1216	2359
CCL4L2	228	581	208
TBC1D3I	506	661	945
TBC1D3G	1200	1135	915
TBC1D3H	1298	1551	950
TBC1D3F	2388	1146	2493
ZNHIT3	5927	6659	2045
MYO19	5325	3374	2628
PIGW	5512	4419	3105
GGNBP2	355	427	426
DHRS11	2797	1938	3336
MRM1	3086	4472	5769
LHX1	291	596	681
AATF	4704	2324	1507
ACACA	2057	1112	2380
C17orf78	1021	1758	1353
TADA2A	293	275	463
DUSP14	62	73	162
SYNRG	851	758	3500
DDX52	1411	1838	2242
HNF1B	1060	979	262
TBC1D3K	206	124	328
TBC1D3L	1651	785	3134
TBC1D3D	3366	1949	4614
TBC1D3C	3726	5567	6391
TBC1D3E	5857	7641	7685
TBC1D3	2532	4115	4631
MRPL45	1296	858	1451
GPR179	10825	7719	9634
