#gene	sample1	sample2	sample3
ARHGEF15	1463	1546	3157
ODF4	1943	1970	4609
KRBA2	15341	14174	16697
RP11-849F2.7	839	1250	1130
RPL26	490	1762	1480
RNF222	1704	1107	1123
NDEL1	727	461	507
MYH10	6553	1205	2470
CCDC42	368	883	607
SPDYE4	5860	3228	6387
MFSD6L	4806	6347	4433
PIK3R6	5630	5171	1205
PIK3R5	3264	8366	3609
NTN1	906	717	801
STX8	2152	2529	3665
CFAP52	321	499	389
USP43	1805	1326	1887
DHRS7C	2414	2593	1251
GSG1L2	1567	2087	1754
GLP2R	184	172	91
RCVRN	2282	1702	1264
GAS7	5980	10411	6979
MYH13	141	202	165
MYH8	1113	1201	829
MYH4	175	509	379
MYH1	4631	2333	1638
MYH2	2681	470	726
MYH3	282	235	282
SCO1	2408	2374	1850
ADPRM	677	1207	378
TMEM220	2102	3376	2396
LINC00675	4557	1313	4370
PIRT	2761	4454	4728
SHISA6	1726	682	765
DNAH9	1722	3425	921
ZNF18	3501	7829	3701
MAP2K4	1045	1658	1712
MYOCD	921	1721	1211
ARHGAP44	1818	1041	1583
ELAC2	423	560	585
HS3ST3A1	1154	2112	884
COX10	551	396	427
CDRT15	2718	1255	3092
HS3ST3B1	2206	798	1845
PMP22	627	387	324
TEKT3	3829	2970	3678
CDRT4	1687	1604	1137
TVP23C-CDRT4	5625	4015	9184
TVP23C	1760	1731	1715
CDRT1	2013	2034	1696
RP11-385D13.1	2675	4283	1944
TRIM16	701	839	967
ZNF286A	133	279	159
TBC1D26	1956	1056	754
ADORA2B	161	108	96
ZSWIM7	315	399	325
TTC19	5397	2862	2596
NCOR1	497	192	244
PIGL	11157	3880	7874
CENPV	212	218	326
UBB	2318	3049	3014
TRPV2	6298	7402	7009
LRRC75A	1616	3317	2692
ZNF287	2476	8842	5761
ZNF624	1776	3104	2829
CCDC144A	1105	3353	1006
RP11-219A15.1	84	44	87
TNFRSF13B	662	604	568
MPRIP	2811	3956	1611
PLD6	1120	1734	1378
RP11-45M22.4	3174	2237	1293
FLCN	8432	7404	5757
COPS3	159	102	323
NT5M	377	506	801
MED9	3889	2156	3496
RASD1	3065	3036	3077
PEMT	1861	2922	1771
RAI1	2272	3210	2273
SREBF1	2535	2145	2266
TOM1L2	514	215	317
DRC3	1160	907	2209
ATPAF2	632	350	199
GID4	4112	6828	1383
DRG2	3684	3432	1058
MYO15A	1867	665	1009
ALKBH5	165	112	87
LLGL1	382	279	368
FLII	859	2408	4196
MIEF2	339	279	259
TOP3A	1686	2101	656
SMCR8	2084	1277	3342
SHMT1	327	272	206
EVPLL	366	637	445
LGALS9C	1237	597	490
FAM106A	5336	3841	5935
TBC1D28	1528	613	1114
ZNF286B	417	163	236
TRIM16L	1847	1622	2761
FBXW10	1824	1124	442
TVP23B	1641	823	1307
PRPSAP2	302	458	264
SLC5A10	2052	2665	4415
FAM83G	1910	1443	1151
GRAP	843	1809	819
GRAPL	2282	1115	806
EPN2	3061	3822	3871
B9D1	47	283	77
MAPK7	3203	3349	2532
MFAP4	2446	2047	2416
RNF112	4538	2883	1082
SLC47A1	1845	1317	511
ALDH3A2	2473	2170	6182
SLC47A2	3040	2661	1219
ALDH3A1	986	1204	781
ULK2	1201	1128	1571
AKAP10	2137	1583	4206
SPECC1	1527	1955	1094
LGALS9B	57	80	138
CDRT15L2	349	209	501
CCDC144NL	964	1207	766
USP22	214	232	164
DHRS7B	3261	5453	6179
TMEM11	1263	1024	1059
NATD1	27	109	72
MAP2K3	7065	4149	6982
KCNJ12	333	238	192
C17orf51	2202	619	1320
KCNJ18	1085	766	1126
ABC13-47656900H15.1	3600	2698	3297
MTRNR2L1	573	486	293
WSB1	296	284	369
KSR1	10265	4404	1479
AC015688.3	3626	3685	6525
LGALS9	2683	2521	1824
NOS2	147	222	168
RP1-66C13.4	28	48	30
LYRM9	2992	2658	1352
NLK	5152	817	2678
TMEM97	12	7	26
IFT20	1100	866	645
TNFAIP1	561	496	808
POLDIP2	2108	5341	6623
TMEM199	6361	5988	7881
SEBOX	1829	1554	1322
CTB-96E2.2	1660	4372	2242
SARM1	1258	2317	1754
VTN	528	752	1311
SLC46A1	1192	2028	1187
RP11-192H23.4	3507	1157	1009
SLC13A2	1153	1801	1787
FOXN1	2064	544	834
UNC119	1146	1726	3350
PIGS	1749	3007	1772
ALDOC	403	2234	296
SPAG5	1217	1470	2541
SGK494	3000	3026	5787
KIAA0100	2492	7332	6595
SDF2	588	752	2199
SUPT6H	6774	4671	4237
PROCA1	4356	3026	2840
RAB34	134	90	110
RPL23A	42	31	79
TLCD1	1553	625	1841
NEK8	625	811	897
TRAF4	624	2031	2063
FAM222B	85	22	55
ERAL1	2618	4750	5942
FLOT2	1831	3505	2416
DHRS13	1077	345	1023
PHF12	393	676	352
PIPOX	3680	4446	2044
SEZ6	575	418	647
MYO18A	5567	3251	5035
TIAF1	9810	8854	9133
CRYBA1	2299	2498	6198
NUFIP2	5091	5634	8473
TAOK1	1226	1473	485
ABHD15	3731	2973	4118
TP53I13	962	2235	1439
GIT1	1131	1165	1170
ANKRD13B	6912	4088	3551
CORO6	8452	4712	5736
SSH2	1758	822	1548
EFCAB5	1228	1614	1133
NSRP1	5361	2268	5645
SLC6A4	1339	1171	895
BLMH	3943	3950	1917
TMIGD1	532	1438	809
CPD	1628	1241	1378
GOSR1	1160	720	548
TBC1D29	2830	528	898
CRLF3	721	584	573
ATAD5	426	387	540
TEFM	171	220	364
ADAP2	522	476	274
RNF135	4282	2435	4789
NF1	1406	832	826
OMG	3003	1404	5141
EVI2B	407	810	979
CTD-2370N5.3	2153	2208	1421
EVI2A	2276	2055	3865
RAB11FIP4	4564	7547	4728
COPRS	7723	3210	8547
UTP6	1224	320	358
SUZ12	350	257	511
LRRC37B	5560	4902	6489
RHOT1	1588	1887	1871
RHBDL3	2255	3638	5330
C17orf75	4815	4359	6785
ZNF207	781	1063	430
PSMD11	3114	2393	4061
CDK5R1	380	202	144
MYO1D	1210	1175	1135
TMEM98	2271	306	452
SPACA3	7832	8024	11084
ASIC2	3793	3312	2723
CCL2	2392	2829	4657
CCL7	45	37	19
CCL11	3008	2241	3164
CCL8	62	77	90
CCL13	3496	3346	3492
CCL1	242	223	244
TMEM132E	135	404	230
CCT6B	1674	1570	2557
ZNF830	6900	11604	12432
LIG3	344	530	272
RFFL	463	704	390
RAD51L3-RFFL	3083	3363	3043
RAD51D	4206	5783	6916
FNDC8	253	158	222
NLE1	8912	5272	5049
UNC45B	777	1117	1437
SLC35G3	1173	1022	695
SLFN5	1293	535	618
SLFN11	566	455	215
SLFN12	3689	1243	2785
SLFN13	251	216	149
SLFN12L	1872	2950	5348
SLFN14	355	1643	736
PEX12	1788	1097	729
AP2B1	429	1142	716
TAF15	2813	1248	1641
RASL10B	529	202	489
GAS2L2	4022	1235	2212
MMP28	238	191	277
C17orf50	9404	5361	10797
HEATR9	195	283	198
CCL5	1533	1219	1810
RDM1	3628	3808	2280
LYZL6	356	453	395
CCL16	1076	479	324
CCL14	330	322	290
CCL15-CCL14	3549	4539	5325
CCL15	4885	8923	5982
CCL23	3354	3719	4733
CCL18	2637	4253	956
CCL3	701	2525	3167
CCL4	1056	1659	3078
TBC1D3B	1343	494	1386
CCL3L3	807	1375	424
CCL4L2	177	183	172
TBC1D3I	686	582	496
TBC1D3G	479	325	814
TBC1D3H	1360	1870	667
TBC1D3F	2927	2392	2056
ZNHIT3	2770	5463	5045
MYO19	7238	1520	5185
PIGW	2286	2771	3289
GGNBP2	382	395	689
DHRS11	1823	3418	1607
MRM1	4090	2535	8632
LHX1	595	701	411
AATF	2963	1499	2797
ACACA	3171	1464	890
C17orf78	1397	784	548
TADA2A	223	145	88
DUSP14	101	57	78
SYNRG	1470	1989	3443
DDX52	1700	2291	2463
HNF1B	643	876	381
TBC1D3K	393	90	153
TBC1D3L	3056	1747	2691
TBC1D3D	4007	4390	4569
TBC1D3C	3954	6131	3884
TBC1D3E	7542	5259	3447
TBC1D3	3838	2861	2868
MRPL45	957	1167	982
GPR179	4533	7540	9352
SOCS7	2129	4570	2965
ARHGAP23	474	794	936
SRCIN1	284	147	167
C17orf96	508	645	1706
MLLT6	6560	4328	4146
AC006449.2	424	588	542
CISD3	3205	3507	2853
PCGF2	54	81	121
PSMB3	641	846	594
PIP4K2B	50	42	45
CWC25	1452	1016	1659
C17orf98	893	665	1293
RPL23	605	1096	1447
LASP1	3435	3716	4825
LINC00672	997	1965	1939
FBXO47	2179	2706	1004
PLXDC1	1201	518	579
ARL5C	5633	2075	2954
CACNB1	1115	726	795
RPL19	164	264	290
STAC2	100	87	64
FBXL20	3314	3337	1711
MED1	660	3240	2222
CDK12	1904	1856	1861
NEUROD2	1583	875	1409
PPP1R1B	1384	1469	596
STARD3	2103	2291	2257
TCAP	444	535	489
PNMT	1200	628	285
PGAP3	3194	4559	3816
ERBB2	3392	7908	4582
MIEN1	2752	3306	1666
GRB7	359	399	270
IKZF3	275	259	309
ZPBP2	2112	5158	3544
GSDMB	1469	1299	994
ORMDL3	541	363	295
LRRC3C	1980	771	1498
GSDMA	8963	4410	3062
PSMD3	950	1533	2490
CSF3	196	241	174
MED24	29	39	14
THRA	4127	3840	2454
NR1D1	555	780	456
MSL1	1596	2323	2282
CASC3	761	1903	1666
RAPGEFL1	1020	503	649
WIPF2	2529	2250	1673
CDC6	5047	2798	5774
RARA	2275	1896	2113
GJD3	1305	2576	4069
TOP2A	667	535	828
IGFBP4	618	1165	559
TNS4	429	234	307
CCR7	1773	856	2497
SMARCE1	4821	8052	3128
RP5-1028K7.3	5807	9545	4933
KRT222	226	264	124
KRT24	1494	1970	942
KRT25	3354	672	1600
KRT26	1366	1461	3192
KRT27	1645	1652	1047
KRT28	10292	8261	6561
KRT10	2992	2722	3518
TMEM99	2462	1822	3032
KRT12	337	711	371
KRT20	2040	2665	2789
KRT23	1891	1409	984
KRT39	1053	1286	1239
KRT40	137	288	214
KRTAP3-3	1303	2060	1382
KRTAP3-2	482	569	645
KRTAP3-1	2215	1678	4258
KRTAP1-5	2797	2615	2067
KRTAP1-4	2125	3072	1602
KRTAP1-3	172	93	172
KRTAP1-1	161	229	277
KRTAP2-1	1790	946	2646
KRTAP2-2	2995	1350	2809
KRTAP2-3	2048	1784	1431
KRTAP2-4	2052	5001	4237
KRTAP4-7	522	726	540
KRTAP4-8	780	1641	553
KRTAP4-16	2221	1659	1914
KRTAP4-9	2557	2679	7100
KRTAP4-11	405	133	440
KRTAP4-12	2206	7827	9767
KRTAP4-6	2021	1897	3284
KRTAP4-5	4498	2791	3218
KRTAP4-4	1290	1426	1549
KRTAP4-3	1591	2087	1727
KRTAP4-2	395	229	209
KRTAP4-1	1606	1069	597
KRTAP9-1	1604	1146	2417
KRTAP9-2	2621	3247	1932
KRTAP9-3	757	405	938
KRTAP9-8	1284	2665	1855
KRTAP9-4	895	1826	1814
KRTAP9-9	7549	4635	3024
KRTAP9-6	88	155	104
KRTAP9-7	1411	665	1031
KRTAP29-1	2073	2080	2657
KRTAP16-1	1264	1433	939
KRTAP17-1	254	247	130
KRT33A	1045	1648	852
KRT33B	2123	1453	3663
KRT34	867	771	703
KRT31	2246	1019	891
KRT37	2751	3533	2472
KRT38	2021	5826	3102
KRT32	262	203	115
KRT35	18117	4255	9550
KRT36	2964	3294	6114
KRT13	1170	693	622
KRT15	7394	3859	3882
KRT19	41	18	14
KRT9	3478	3263	2333
KRT14	7432	8035	15755
KRT16	4078	3250	2507
KRT17	276	218	316
EIF1	1453	2668	3746
GAST	924	616	397
HAP1	2457	1348	2668
JUP	8124	3153	3011
P3H4	2156	4252	1119
FKBP10	284	174	298
NT5C3B	3768	3862	4454
KLHL10	2267	2754	2733
KLHL11	1813	721	1871
ACLY	203	98	176
TTC25	3366	3141	4158
CNP	2609	1626	1284
DNAJC7	14203	13298	7130
NKIRAS2	153	294	191
ZNF385C	4285	1885	2744
DHX58	58	26	55
KAT2A	3855	4153	9446
CTD-2132N18.3	665	967	952
HSPB9	3383	3714	3522
RAB5C	650	148	287
KCNH4	6830	12211	5924
HCRT	818	3843	3316
GHDC	1780	1946	1921
STAT5B	3418	3045	1968
STAT5A	1468	1187	675
STAT3	673	760	419
PTRF	1937	2620	3086
ATP6V0A1	886	538	366
NAGLU	4571	2898	8227
HSD17B1	433	86	84
COASY	2744	2265	5519
MLX	15	13	8
PSMC3IP	945	2410	1280
FAM134C	3727	2388	1370
TUBG1	3619	3937	2796
TUBG2	868	1469	664
PLEKHH3	1327	701	393
CCR10	1746	4437	3150
CNTNAP1	2062	1402	1755
EZH1	266	274	286
RAMP2	86	109	132
VPS25	46	111	23
WNK4	356	95	161
COA3	3930	5265	8704
CNTD1	35	70	44
BECN1	3243	1882	3641
PSME3	394	596	494
AOC2	4378	6053	5132
AOC3	3165	1113	1263
G6PC	9	17	8
PTGES3L-AARSD1	3372	2973	3023
AARSD1	1597	2694	3197
PTGES3L	623	396	702
RUNDC1	2019	616	1650
AC055866.1	2316	5983	7038
RPL27	3164	2944	4101
IFI35	3024	1295	2234
VAT1	1837	869	1315
RND2	83	65	70
BRCA1	847	906	1046
NBR1	471	626	437
TMEM106A	521	528	1394
LINC00854	1383	3490	1804
ARL4D	1459	4080	7667
DHX8	197	83	92
ETV4	116	117	128
MEOX1	448	342	215
SOST	958	1453	1218
DUSP3	195	209	270
C17orf105	298	770	428
MPP3	5202	5904	6044
CD300LG	2431	1387	2793
MPP2	6233	6288	9085
PPY	289	434	308
PYY	2581	2964	6014
NAGS	37	36	37
TMEM101	19	14	8
LSM12	1821	2531	1478
G6PC3	1900	993	1349
HDAC5	3337	3726	1383
C17orf53	11865	3376	13445
ASB16	729	807	258
TMUB2	363	182	156
ATXN7L3	3489	3243	4444
UBTF	820	708	872
SLC4A1	2326	1408	1408
RUNDC3A	4109	8328	5274
SLC25A39	13275	13215	6949
GRN	55	60	65
FAM171A2	568	569	629
ITGA2B	2811	1497	1778
GPATCH8	463	273	664
FZD2	1822	1490	1197
MEIOC	212	252	99
CCDC43	209	461	177
DBF4B	1405	998	1093
ADAM11	1652	1353	1691
GJC1	811	1449	1022
HIGD1B	329	391	303
EFTUD2	1632	2451	3274
CCDC103	4782	4555	5129
FAM187A	2730	3025	1642
GFAP	8081	10681	6960
KIF18B	2032	1721	2427
C1QL1	1003	4143	2643
DCAKD	924	432	692
NMT1	393	1137	342
PLCD3	2927	3463	2398
ACBD4	449	569	751
HEXIM1	1206	1955	2530
HEXIM2	4042	3247	3115
FMNL1	590	1744	1162
SPATA32	1457	1259	891
MAP3K14	1604	1609	1394
ARHGAP27	1243	1058	1168
PLEKHM1	542	228	455
CRHR1	3599	1420	1111
SPPL2C	6850	12730	12582
MAPT	1057	2218	997
STH	356	1133	1450
KANSL1	2194	3415	2153
ARL17B	4108	3285	3338
LRRC37A	3439	1961	3364
LRRC37A2	31	44	19
ARL17A	1490	1533	1808
AC138645.2	9954	10052	20025
AC138645.1	677	529	733
NSF	1368	390	292
WNT3	2249	1684	2904
WNT9B	799	928	601
GOSR2	2748	2617	2584
RP11-156P1.2	1541	1403	1392
RPRML	114	112	251
CDC27	3931	565	1835
MYL4	517	157	647
ITGB3	988	1377	1065
RP11-290H9.2	47	12	102
EFCAB13	1996	1187	1710
NPEPPS	4473	7587	10421
KPNB1	1358	1288	2298
TBKBP1	5817	8105	6042
TBX21	408	326	567
OSBPL7	3672	814	2457
MRPL10	3707	887	3017
LRRC46	378	156	269
SCRN2	36	60	37
SP6	1887	1797	1403
SP2	2805	4242	1319
PNPO	645	1311	1462
PRR15L	3516	4552	2048
CDK5RAP3	1806	2864	957
COPZ2	3800	3508	4010
NFE2L1	647	894	485
CBX1	4090	2428	4299
SNX11	2355	1812	2195
SKAP1	2875	1243	1655
HOXB1	5469	1992	1095
HOXB2	162	232	313
HOXB3	2551	1157	1777
HOXB4	1207	1306	1052
HOXB5	2533	683	1490
HOXB6	2279	1618	1899
HOXB7	1299	5340	3172
HOXB8	1881	3464	4091
HOXB9	278	984	862
PRAC1	48	28	118
PRAC2	47	46	45
HOXB13	2472	1945	2834
TTLL6	210	156	130
CALCOCO2	3761	2334	3290
ATP5G1	3813	9970	4827
UBE2Z	4354	2952	2687
SNF8	1028	767	602
GIP	1066	2159	822
IGF2BP1	1880	3413	1328
B4GALNT2	1119	1383	760
GNGT2	30	52	40
ABI3	4748	867	1742
PHOSPHO1	14492	6539	6557
ZNF652	1056	527	295
PHB	76	38	53
AC091180.1	3624	5671	2189
NGFR	2746	2078	2897
NXPH3	898	372	441
SPOP	368	1079	566
SLC35B1	1166	3310	2051
FAM117A	1646	3783	2235
KAT7	2417	2803	1651
TAC4	185	273	200
DLX4	1922	1036	2134
DLX3	294	352	153
ITGA3	2085	3170	3863
PDK2	6322	2568	2142
SAMD14	201	125	115
PPP1R9B	181	154	76
SGCA	47	46	49
COL1A1	2177	2031	2327
TMEM92	177	116	121
XYLT2	1421	1420	2254
MRPL27	3356	7122	7293
EME1	630	910	1655
LRRC59	3137	4006	4001
ACSF2	1096	2779	2263
CHAD	2635	570	1372
RSAD1	1742	2046	2746
MYCBPAP	1360	1818	442
EPN3	762	317	548
SPATA20	852	653	1531
CACNA1G	355	317	337
ABCC3	998	971	1200
ANKRD40	6239	2879	12465
LUC7L3	7124	7229	10938
WFIKKN2	2515	2755	4025
TOB1	9387	7283	6717
SPAG9	3119	3268	2400
NME1	2151	1448	3680
NME1-NME2	4790	5104	3171
NME2	3074	3760	6125
MBTD1	5155	6942	6839
UTP18	217	121	160
CA10	2202	1267	1462
KIF2B	5872	3771	1970
TOM1L1	7905	8395	6214
COX11	874	982	609
STXBP4	3199	1969	1730
HLF	792	961	532
MMD	1294	1015	620
RP11-515E23.1	639	1127	1376
TMEM100	2287	1623	1936
PCTP	475	691	503
ANKFN1	4313	4534	5191
NOG	17	41	17
C17orf67	849	2196	1193
DGKE	469	1166	1156
TRIM25	14360	7144	2540
COIL	2942	1060	1995
SCPEP1	5125	3077	3994
AKAP1	4535	3936	5512
MSI2	871	522	242
CCDC182	4640	5024	2503
MRPS23	54	36	19
CUEDC1	2195	2089	3500
VEZF1	562	829	1280
RP11-159D12.5	720	354	631
SRSF1	3	9	13
DYNLL2	1328	1529	1620
OR4D1	494	310	226
OR4D2	1283	1230	980
EPX	2121	7063	4440
MKS1	1306	572	1288
LPO	84	44	60
MPO	2879	2360	3082
TSPOAP1	2666	733	1260
SUPT4H1	1271	2236	1754
RNF43	2981	6279	10825
HSF5	6577	4657	5038
MTMR4	239	151	88
SEPT4	1572	520	2185
C17orf47	691	728	584
TEX14	806	1304	1113
RAD51C	76	27	95
PPM1E	1988	1220	2135
TRIM37	268	392	545
SKA2	156	113	139
PRR11	2932	1633	1256
CTD-2510F5.6	5608	2737	3363
SMG8	8117	8937	2510
GDPD1	2053	4106	3183
YPEL2	2045	3317	1442
DHX40	92	133	126
CLTC	3411	3902	3919
PTRH2	777	687	1282
VMP1	6259	4337	4480
TUBD1	1934	1579	2240
RPS6KB1	1676	5119	5934
RP11-178C3.1	2640	3446	1673
RNFT1	858	1101	1517
HEATR6	3156	1428	2608
CA4	731	1122	934
USP32	3619	2586	3610
C17orf64	3356	1804	1799
APPBP2	826	916	1906
PPM1D	3771	7637	4577
AC110602.1	4148	2890	4796
BCAS3	432	627	320
TBX2	4538	1810	3929
TBX4	123	157	304
NACA2	3730	3760	1377
BRIP1	64	150	151
INTS2	298	185	206
MED13	699	641	1426
RP11-51L5.7	3250	2575	9295
EFCAB3	2333	3751	5150
METTL2A	461	217	426
TLK2	10484	7984	5971
MRC2	22	14	8
MARCH10	1579	5045	2128
TANC2	1188	2868	4211
CYB561	4442	1838	2913
ACE	613	496	1451
CTD-2501B8.1	1362	2208	2341
KCNH6	747	793	1273
DCAF7	108	107	135
TACO1	3918	3630	2460
MAP3K3	109	112	294
LIMD2	3231	6227	2916
STRADA	3575	4514	2620
RP11-51F16.8	2967	12347	4663
CCDC47	2282	866	1357
DDX42	20	77	72
FTSJ3	1413	1820	1623
PSMC5	180	73	63
SMARCD2	3202	3445	3500
CSH2	1026	2546	1240
GH2	2593	2429	1588
CSH1	2467	3382	4275
CSHL1	534	461	253
GH1	3829	7265	9661
CD79B	1100	877	1124
SCN4A	29	24	14
PRR29	105	114	72
ICAM2	1187	2391	2465
ERN1	339	510	377
TEX2	1584	1742	1540
PECAM1	882	997	435
MILR1	988	2248	1314
POLG2	2265	3065	3553
DDX5	2057	1219	718
CEP95	1360	1886	1654
SMURF2	8106	7927	7840
LRRC37A3	1616	1597	895
GNA13	2152	1378	1714
RGS9	5074	1698	2069
AXIN2	5886	9637	4806
CTD-2535L24.2	1403	2310	3304
CEP112	649	179	171
APOH	653	1369	952
PRKCA	489	1032	470
CACNG5	4405	1379	1829
CACNG4	241	328	360
CACNG1	2660	6961	2785
HELZ	2694	5791	4695
PSMD12	2393	2402	1819
PITPNC1	691	1188	1137
NOL11	1801	1208	1257
BPTF	7830	5801	12793
C17orf58	3545	6228	4783
KPNA2	489	438	382
AMZ2	1858	1427	620
ARSG	3962	8529	5892
SLC16A6	1559	1901	2084
WIPI1	1236	1282	617
PRKAR1A	6	11	19
FAM20A	4012	3888	4124
ABCA8	785	1315	1223
ABCA9	2034	1397	3144
ABCA6	675	1161	2004
ABCA10	1235	1249	1232
ABCA5	1663	2262	607
MAP2K6	6728	6976	6608
KCNJ16	898	1266	1130
KCNJ2	4724	2334	2347
SOX9	4017	2868	5504
SLC39A11	1639	2066	1043
SSTR2	314	1172	1635
COG1	1640	2156	870
FAM104A	124	156	140
C17orf80	932	1361	2179
CPSF4L	44	91	119
CDC42EP4	981	1011	1016
SDK2	961	708	481
RPL38	2431	2242	1558
TTYH2	3936	5632	906
DNAI2	4497	4786	4214
KIF19	2677	2333	3171
BTBD17	265	588	786
GPR142	2066	1589	3117
GPRC5C	1999	4377	3832
CD300A	1104	2400	1704
CD300LB	1336	1215	1457
CD300C	1075	583	1040
CD300LD	3128	2413	4304
CD300E	3136	4204	3976
RAB37	1941	3259	3363
CD300LF	2420	2723	1915
SLC9A3R1	367	498	323
NAT9	7664	9371	4561
TMEM104	4998	2495	5218
GRIN2C	174	297	361
FDXR	1201	1206	1093
FADS6	2020	3493	5686
USH1G	3985	2594	4340
OTOP2	51	69	89
AC087651.1	2331	3136	5433
OTOP3	9231	12901	5308
HID1	2454	4356	4298
CDR2L	1275	1619	2318
MRPL58	726	555	549
KCTD2	5209	2720	2295
AC087651.2	417	417	1060
ATP5H	95	158	320
SLC16A5	1288	768	2393
ARMC7	24308	38657	29826
NT5C	2060	1848	1379
HN1	1232	2372	1207
SUMO2	4705	3765	3649
NUP85	6655	11347	9676
GGA3	8163	15194	16493
MRPS7	723	693	788
MIF4GD	1366	1308	515
SLC25A19	3261	2356	3161
GRB2	8651	3854	4719
TMEM94	5466	5084	11965
CASKIN2	1022	1391	725
TSEN54	6472	5777	5206
LLGL2	1715	2008	2388
MYO15B	1270	803	710
RECQL5	207	278	242
SMIM5	2281	4408	3651
SMIM6	733	1125	1014
SAP30BP	645	1645	796
ITGB4	18	12	6
GALK1	1034	1521	1120
H3F3B	2855	667	1070
UNK	433	593	498
UNC13D	19	35	25
WBP2	3946	3375	2200
TRIM47	209	159	109
TRIM65	3032	6313	8492
MRPL38	1135	289	298
RP11-552F3.12	954	763	982
FBF1	4691	7530	5601
ACOX1	2911	3836	3628
TEN1	205	131	167
TEN1-CDK3	1021	2936	1872
CDK3	8844	4548	4698
EVPL	4632	4151	2444
SRP68	3152	2672	3804
ZACN	113	217	414
GALR2	85	103	77
EXOC7	1822	4427	1692
FOXJ1	1110	841	1326
RNF157	1906	2070	1308
UBALD2	2689	3706	894
QRICH2	3842	4155	2859
PRPSAP1	2040	1228	919
SPHK1	3410	869	2382
UBE2O	2780	2594	2624
AANAT	2500	5370	4641
RHBDF2	302	503	938
CYGB	4714	3246	4808
PRCD	728	1500	1660
ST6GALNAC2	1707	2255	2685
ST6GALNAC1	8377	4522	3502
MXRA7	49	77	91
JMJD6	1173	1301	1357
METTL23	574	593	317
RP11-318A15.7	427	761	564
SRSF2	258	392	343
MFSD11	1248	2654	872
MGAT5B	3160	1714	1442
SEC14L1	2968	1488	1921
SEPT9	411	1002	950
AC104981.1	1238	1238	3541
TNRC6C	992	1079	623
TMC6	2381	3943	3531
TMC8	90	71	52
C17orf99	365	339	394
SYNGR2	1555	2881	384
TK1	341	450	514
AFMID	697	1190	2210
BIRC5	4308	2316	6000
TMEM235	3733	2435	6264
SOCS3	160	286	259
PGS1	545	570	722
DNAH17	231	786	509
CYTH1	8262	16256	6743
USP36	962	1327	2282
TIMP2	5159	2838	3719
CEP295NL	1898	2723	2580
LGALS3BP	1947	715	788
CANT1	213	570	998
C1QTNF1	2200	1240	984
ENGASE	347	501	517
RBFOX3	5284	6042	3115
ENPP7	1501	2169	1253
CBX2	2031	5074	4146
CBX8	1333	1055	1400
CBX4	1491	740	1233
TBC1D16	54	198	199
CCDC40	760	441	511
GAA	680	1398	1322
EIF4A3	2671	3680	4206
CARD14	714	208	665
SGSH	740	1991	4029
SLC26A11	1887	1173	788
RNF213	333	174	135
ENDOV	2253	1955	4170
NPTX1	2667	6901	6579
RPTOR	829	2516	734
CHMP6	324	751	259
BAIAP2	7113	4316	6653
AATK	1047	2111	2815
AATK-AS1	3591	3040	5671
CEP131	1487	2265	2092
TEPSIN	1962	1801	1356
C17orf89	886	1189	1044
SLC38A10	1818	944	1218
TMEM105	2846	1440	1970
BAHCC1	480	247	667
ACTG1	16298	3939	6621
FSCN2	393	694	674
FAAP100	1119	1154	2950
NPLOC4	7152	9653	6529
TSPAN10	2213	2107	3562
PDE6G	3975	2949	4215
OXLD1	420	310	378
CCDC137	1759	1408	1298
ARL16	775	538	1276
HGS	1070	821	573
MRPL12	785	1107	741
RP13-1032I1.10	2447	3948	5208
SLC25A10	94	66	192
GCGR	791	1845	607
MCRIP1	823	657	729
PPP1R27	367	519	399
P4HB	1704	1472	2847
ARHGDIA	3341	3511	2801
ALYREF	4305	3185	3060
ANAPC11	2783	3529	4042
NPB	1041	1561	2122
PCYT2	1696	1607	1418
SIRT7	183	244	111
MAFG	238	152	278
PYCR1	4497	7390	5488
MYADML2	2346	1331	444
NOTUM	1171	1226	1163
ASPSCR1	772	534	465
STRA13	1750	2668	4977
LRRC45	3376	2007	3164
RAC3	6948	4236	7025
DCXR	202	223	113
RFNG	1245	1142	1185
GPS1	2856	6604	1989
DUS1L	1651	1144	557
FASN	390	1029	813
CCDC57	2806	2566	1253
SLC16A3	5160	2893	4949
CSNK1D	4280	4331	4963
CD7	666	734	423
SECTM1	58	66	45
TEX19	1204	1425	1170
UTS2R	96	245	396
OGFOD3	3084	3987	5930
HEXDC	130	407	250
C17orf62	963	451	975
NARF	2020	2674	1896
FOXK2	2612	3423	4701
WDR45B	68	84	63
RAB40B	4082	3520	2890
FN3KRP	2601	5681	5000
AC024361.1	9477	6779	6166
FN3K	509	200	99
TBCD	4832	2507	1951
ZNF750	1878	661	1225
B3GNTL1	784	1180	1293
METRNL	2679	3358	2586
USP14	378	529	782
THOC1	363	431	813
COLEC12	1289	1168	1481
CETN1	28	35	22
CLUL1	5382	8203	8737
TYMS	1450	680	2556
ENOSF1	111	58	53
YES1	3033	2021	1612
ADCYAP1	4635	3809	5478
METTL4	167	372	284
NDC80	417	365	366
SMCHD1	1442	1566	1687
EMILIN2	163	192	79
LPIN2	1939	1579	1052
MYOM1	2435	1396	4026
MYL12A	3015	9001	4998
MYL12B	165	208	221
TGIF1	5128	4547	4503
DLGAP1	5021	2851	2515
AKAIN1	545	2744	721
ZBTB14	854	2240	1506
EPB41L3	6371	4791	2855
TMEM200C	708	717	733
