#gene	sample4	sample5	sample6
RIT2	509	1579	1497
SYT4	2200	3880	4063
SETBP1	2687	4085	3557
SLC14A2	4284	22321	13640
SLC14A1	9176	8894	10579
SIGLEC15	263	178	69
EPG5	9051	11451	7832
PSTPIP2	2388	2684	1943
ATP5A1	2274	5343	5299
HAUS1	684	1034	421
C18orf25	4633	3731	6724
RNF165	137	179	477
LOXHD1	489	425	240
ST8SIA5	1834	1563	2364
PIAS2	1362	1494	2738
KATNAL2	984	3349	3646
TCEB3CL2	7925	5856	12097
TCEB3CL	656	1082	503
RP11-49K24.9	6863	3848	5209
TCEB3C	1445	875	2290
TCEB3B	2037	1772	1313
HDHD2	646	317	481
RP11-49K24.6	1473	5917	3391
IER3IP1	1665	678	1838
SKOR2	3639	4572	3260
SMAD2	5215	4170	2826
ZBTB7C	19527	7796	10860
CTIF	1724	591	1391
SMAD7	870	1016	743
DYM	2263	2746	1133
C18orf32	1350	910	2176
RPL17-C18orf32	343	238	421
RPL17	6601	2968	4330
LIPG	3180	2869	2578
ACAA2	371	1127	476
RP11-886H22.1	2747	1789	1638
MYO5B	1438	1397	1663
CFAP53	202	96	124
MBD1	364	745	299
CXXC1	2483	3462	5476
SKA1	2282	4018	5026
MAPK4	6271	4608	3127
MRO	3368	3130	3341
ME2	4288	2989	3625
ELAC1	1925	2469	1506
RP11-729L2.2	983	798	1223
SMAD4	2094	1318	1419
MEX3C	1708	2899	699
DCC	317	264	544
AC011155.1	5202	1966	2026
MBD2	300	515	361
POLI	3928	7049	3398
STARD6	505	255	251
C18orf54	3	14	47
DYNAP	4968	3279	3948
RAB27B	226	368	203
CCDC68	1161	3003	3737
TCF4	783	636	867
TXNL1	157	44	116
WDR7	8417	9372	10886
BOD1L2	281	213	288
ST8SIA3	6086	3061	4093
ONECUT2	3612	4899	3751
FECH	4234	2955	9960
NARS	6492	14489	10157
ATP8B1	14769	8275	11954
NEDD4L	525	495	496
ALPK2	1247	905	1845
MALT1	1515	966	1329
ZNF532	104	28	82
SEC11C	6247	6776	2448
GRP	4655	1078	3819
RAX	594	515	279
CPLX4	2995	4379	5800
LMAN1	1224	2344	2389
CCBE1	3972	6125	8699
PMAIP1	554	237	252
MC4R	876	2898	3066
CDH20	1745	4822	5177
RNF152	22	31	41
PIGN	2630	3168	1613
KIAA1468	772	649	424
TNFRSF11A	1324	2236	4065
ZCCHC2	1133	1657	1611
PHLPP1	1796	2404	1631
BCL2	7010	6875	4920
KDSR	20640	10227	4930
VPS4B	1545	3244	3641
SERPINB5	4748	10549	5297
SERPINB12	10604	10968	2722
SERPINB13	2915	1109	1563
SERPINB4	1286	1103	1100
SERPINB11	379	635	626
SERPINB3	3551	13558	10833
SERPINB7	130	238	198
SERPINB2	1745	1299	758
SERPINB10	4572	3416	1843
HMSD	103	240	165
SERPINB8	3031	3314	5567
CDH7	1487	1068	3205
CDH19	595	714	1222
DSEL	5130	4690	9571
TMX3	272	352	149
CCDC102B	1168	717	2028
DOK6	2413	555	759
CD226	3014	4653	3608
RTTN	1139	1516	2121
SOCS6	5023	3766	5041
CBLN2	3130	1680	3217
NETO1	3617	4456	10624
FBXO15	7489	2755	3962
TIMM21	215	337	286
CYB5A	2182	1462	2233
C18orf63	1771	1688	1797
FAM69C	4364	4384	2324
CNDP2	1007	704	505
CNDP1	602	824	1201
ZNF407	262	107	76
ZADH2	7526	4960	2395
TSHZ1	8153	6652	9841
SMIM21	2084	2091	1415
ZNF516	793	887	952
ZNF236	4232	2184	3749
MBP	12	18	17
GALR1	56	90	27
SALL3	26	32	14
ATP9B	5390	9686	6268
NFATC1	1642	1906	1478
CTDP1	599	736	633
KCNG2	1311	1517	2117
PQLC1	28	31	46
HSBP1L1	3381	2643	5102
TXNL4A	1818	4291	1141
RP11-795F19.5	3017	3293	2240
RBFA	97	227	238
ADNP2	252	604	320
PARD6G	1023	2176	1192
DEFB125	934	794	717
DEFB126	3214	2984	968
DEFB127	1475	605	468
DEFB128	931	2610	765
DEFB129	2616	8098	3480
DEFB132	2614	2483	2701
C20orf96	7999	4458	3649
ZCCHC3	288	278	260
SOX12	2843	6063	2774
NRSN2	2592	5082	1180
TRIB3	906	729	457
RBCK1	1247	1934	1067
TBC1D20	115	49	86
CSNK2A1	2239	1471	2289
TCF15	1196	1539	1350
SRXN1	10649	9742	13407
RP5-850E9.3	7161	2890	7868
SCRT2	479	423	774
SLC52A3	41	18	33
FAM110A	224	124	185
ANGPT4	1949	1691	4393
RSPO4	1471	1867	3312
PSMF1	595	1221	1829
TMEM74B	3859	4264	7488
C20orf202	44	44	137
RAD21L1	114	313	127
SNPH	7824	6731	5471
SDCBP2	675	1071	1397
RP11-314N13.10	7860	8413	4485
FKBP1A	1357	644	1429
NSFL1C	1693	1089	914
SIRPB2	932	363	201
SIRPD	1938	6576	4393
RP4-576H24.4	3272	6136	4283
SIRPB1	3927	3448	3903
SIRPG	873	398	574
SIRPA	9327	6983	7426
PDYN	6613	2611	3350
STK35	1121	3017	894
TGM3	4265	3438	4219
TGM6	969	1588	179
SNRPB	2059	922	1023
RP4-734P14.4	802	1464	959
ZNF343	94	87	97
TMC2	2854	2228	2628
NOP56	1600	1115	1114
IDH3B	3462	4410	3201
EBF4	3935	3534	6249
CPXM1	479	999	2048
RP5-860F19.8	1369	1651	1597
C20orf141	121	98	94
TMEM239	5608	5378	3576
PCED1A	873	1598	881
VPS16	1962	2748	3288
PTPRA	209	205	175
GNRH2	2017	877	992
MRPS26	5828	4129	7561
OXT	1236	562	546
AVP	15359	19430	35361
UBOX5	1522	1732	1795
FASTKD5	2557	581	1216
RP5-1187M17.10	1127	1345	1152
DDRGK1	1105	546	2230
ITPA	497	704	544
SLC4A11	341	320	380
C20orf194	439	828	1532
ATRN	8471	6388	9564
GFRA4	8028	3416	8452
ADAM33	810	1229	1499
SIGLEC1	5891	2721	6260
HSPA12B	1206	1124	1451
C20orf27	2303	2719	5604
SPEF1	4544	3626	3194
CENPB	690	1359	722
CDC25B	4707	4056	2472
AP5S1	226	190	321
MAVS	652	719	2563
PANK2	1472	952	910
RNF24	13403	30328	27611
SMOX	456	535	448
ADRA1D	1690	642	1223
PRNP	1327	1490	2963
PRND	2329	2648	2545
PRNT	318	1021	1174
RASSF2	3514	3316	810
SLC23A2	5065	3051	2383
TMEM230	2478	2021	3068
PCNA	744	1228	1536
CDS2	17477	5044	7433
PROKR2	1352	1375	1957
GPCPD1	1605	2381	2337
C20orf196	171	216	158
CHGB	4735	4639	3432
TRMT6	2118	1431	1302
MCM8	1077	910	1626
CRLS1	2658	2660	2247
LRRN4	200	226	257
FERMT1	37	23	30
BMP2	747	283	574
HAO1	1076	1291	805
TMX4	3286	10064	7338
PLCB1	5841	5425	5865
PLCB4	1416	1522	1303
LAMP5	4249	1983	3741
PAK5	5740	5701	7801
ANKEF1	20632	15060	9470
SNAP25	2625	484	1009
MKKS	51	28	36
SLX4IP	4978	1517	3102
JAG1	1025	1306	1181
BTBD3	8583	7962	5528
SPTLC3	1263	1403	2038
ISM1	1210	5284	4884
TASP1	345	1136	1125
ESF1	3924	2872	3269
NDUFAF5	7705	7718	6567
SEL1L2	8795	3006	9231
MACROD2	1058	859	2495
FLRT3	768	583	852
KIF16B	5265	5332	5715
AL049794.1	481	356	343
SNRPB2	5860	18409	4646
OTOR	1132	1906	3823
PCSK2	5629	5069	6198
BFSP1	1935	3144	2381
AL031664.1	3542	2399	3560
DSTN	2327	2421	3707
RRBP1	5995	3979	5157
BANF2	8595	4124	5175
SNX5	1583	2182	501
OVOL2	3867	1582	3932
MGME1	526	344	261
PET117	6748	2979	2054
KAT14	720	1818	1364
ZNF133	1244	1366	1922
DZANK1	4736	2639	2614
POLR3F	861	1118	848
RBBP9	38	44	59
SEC23B	2493	5011	5408
LINC00493	3384	3042	1773
DTD1	3247	3641	2275
SCP2D1	121	83	45
SLC24A3	5416	1773	1596
RIN2	6930	5129	5681
NAA20	2653	1962	4117
CRNKL1	3511	1191	1796
CFAP61	1442	944	741
INSM1	1400	763	2349
RALGAPA2	6412	9331	6542
KIZ	1765	1275	820
XRN2	2016	3252	4069
NKX2-4	716	1820	1085
NKX2-2	137	80	103
PAX1	3441	4876	3262
FOXA2	3561	1242	1717
SSTR4	6036	15782	14207
THBD	1035	1536	783
CD93	588	564	239
NXT1	2226	2995	6022
GZF1	781	1410	696
NAPB	1560	962	799
CSTL1	1359	3423	1976
CST11	3699	3784	2484
CST8	1868	1442	1047
CST9L	4648	1016	2447
CST9	1146	2298	1850
CST3	1948	878	992
CST4	2261	2731	2813
CST1	4494	3039	3848
CST2	530	624	455
CST5	1302	1180	1626
GGTLC1	1861	1965	1330
SYNDIG1	2101	3905	3241
CST7	414	208	656
APMAP	1833	2356	4905
ACSS1	7922	10914	6939
VSX1	5984	3772	7496
ENTPD6	5224	2868	3856
PYGB	7127	8089	5016
ABHD12	12071	9923	8576
GINS1	1059	3149	2042
NINL	3215	2109	2651
NANP	3596	2310	2148
ZNF337	12208	6056	5726
FAM182B	3593	2472	3493
DEFB115	2841	5027	4390
DEFB116	5707	4126	9180
DEFB118	4699	1953	3992
DEFB119	172	431	185
DEFB121	4586	9937	7198
DEFB123	4877	2137	2397
DEFB124	955	650	610
REM1	2644	1673	1221
HM13	1346	2486	4430
ID1	3517	5201	2425
COX4I2	1867	2783	3061
BCL2L1	6388	2815	2201
TPX2	3866	1722	3798
MYLK2	5931	5941	5360
FOXS1	1092	223	351
DUSP15	2636	1202	1717
TTLL9	2992	4397	2891
PDRG1	1681	2069	1662
XKR7	4853	4736	2972
CCM2L	4128	5691	3898
HCK	1651	2729	2330
TM9SF4	13019	3735	11631
PLAGL2	2603	3201	2380
POFUT1	1207	636	1459
KIF3B	2723	5617	5569
ASXL1	5699	4206	7950
NOL4L	4307	4548	2366
AL034550.1	693	1513	1298
COMMD7	11727	9219	4880
DNMT3B	906	2173	1096
MAPRE1	780	686	402
EFCAB8	727	849	1358
SUN5	5471	1995	3085
BPIFB2	378	372	246
BPIFB6	2220	549	1306
BPIFB3	300	388	249
BPIFB4	510	167	421
BPIFA2	3756	1538	2629
BPIFA3	503	608	538
BPIFA1	2345	2673	1632
BPIFB1	2200	5657	3278
CDK5RAP1	780	476	452
SNTA1	3047	4182	3251
CBFA2T2	1280	2341	1495
NECAB3	48	48	32
C20orf144	3101	3564	7321
ACTL10	61	80	119
E2F1	39	35	91
PXMP4	2922	1595	3549
ZNF341	9768	7042	2157
CHMP4B	1736	229	2893
RALY	968	745	351
EIF2S2	524	1250	836
ASIP	1475	1414	897
AHCY	3741	4911	4808
ITCH	4531	2247	2924
AL109923.1	500	177	446
DYNLRB1	6822	7559	3923
MAP1LC3A	1159	1582	2125
PIGU	891	676	1036
NCOA6	5677	2126	4849
TP53INP2	28	11	11
GGT7	4754	5491	8221
ACSS2	1260	652	669
GSS	4211	5121	9703
MYH7B	278	355	601
TRPC4AP	13718	10102	22064
EDEM2	3270	3492	1416
PROCR	5164	2746	9106
MMP24-AS1	1901	1742	2357
MMP24	1390	626	1634
RP4-614O4.11	936	269	1943
EIF6	2217	2078	1107
FAM83C	1422	1604	451
UQCC1	4144	3982	3999
GDF5OS	509	456	320
GDF5	1271	2142	1885
CEP250	4897	6605	5713
C20orf173	484	442	324
ERGIC3	1716	2552	2125
SPAG4	752	1009	844
CPNE1	537	105	302
RP1-309K20.6	510	932	1273
RBM12	3979	3525	4685
NFS1	3134	6816	4790
ROMO1	2335	2668	3039
RBM39	3997	9048	7541
PHF20	391	209	843
SCAND1	15843	13366	4538
CNBD2	772	472	356
EPB41L1	722	1121	813
AAR2	1306	2222	1966
DLGAP4	167	300	287
MYL9	621	1700	1336
TGIF2	1935	3248	4908
TGIF2-C20orf24	2860	5790	3304
C20orf24	758	574	925
SLA2	3655	3197	1762
NDRG3	4716	1538	4348
DSN1	652	607	471
SOGA1	4553	6599	8104
TLDC2	723	1015	628
SAMHD1	192	319	320
RBL1	1197	2119	1049
MROH8	488	256	924
RPN2	1252	1714	2083
GHRH	133	79	65
MANBAL	3030	4335	2447
SRC	3341	2618	6889
BLCAP	1394	1275	521
NNAT	513	557	678
CTNNBL1	3190	2593	1650
VSTM2L	1383	843	3710
TTI1	1110	1503	2422
RPRD1B	1390	1940	1111
TGM2	29	60	91
KIAA1755	3833	6035	4187
BPI	3871	4208	2058
LBP	658	947	1211
RALGAPB	216	396	231
ADIG	250	276	236
ARHGAP40	394	140	579
SLC32A1	5131	4891	2874
ACTR5	5295	5650	4396
PPP1R16B	364	504	364
FAM83D	1768	1822	2515
DHX35	2988	970	1840
MAFB	188	74	136
TOP1	1328	1502	1320
PLCG1	30	46	30
ZHX3	991	2458	1103
LPIN3	2176	2631	6230
EMILIN3	113	242	193
CHD6	13807	8125	6592
PTPRT	2969	5411	6383
SRSF6	152	135	155
L3MBTL1	1557	1183	952
RP1-138B7.6	2078	2162	2671
SGK2	1174	851	923
IFT52	1683	765	902
MYBL2	3903	9653	9791
GTSF1L	644	580	650
TOX2	20	26	15
JPH2	79	138	142
OSER1	3061	4354	7703
GDAP1L1	5268	7817	2816
FITM2	2557	3015	2146
R3HDML	2201	4333	2943
HNF4A	2778	1071	1003
TTPAL	51	132	76
SERINC3	8080	9349	5910
PKIG	543	833	932
ADA	11900	12312	17352
WISP2	7822	5876	4242
KCNK15	5624	4236	2774
RIMS4	306	684	1527
YWHAB	3773	2004	4339
PABPC1L	5279	3001	4037
TOMM34	4239	1734	4049
STK4	2025	2513	1743
KCNS1	997	837	978
WFDC5	556	1336	2067
WFDC12	2475	1010	1441
PI3	657	1372	1225
SEMG1	5777	5979	14843
SEMG2	6618	3178	5768
SLPI	1134	1254	948
MATN4	3059	1991	1072
RBPJL	384	229	460
SDC4	8274	9569	6525
SYS1	3642	5621	3599
SYS1-DBNDD2	4565	1969	3078
TP53TG5	741	955	1410
DBNDD2	5588	8514	5957
PIGT	18797	9687	6707
WFDC2	1434	1443	1311
SPINT3	1971	2458	2944
WFDC6	1903	1325	2339
EPPIN-WFDC6	2815	1003	4878
EPPIN	6026	5494	3666
WFDC8	893	1587	602
WFDC9	3621	7732	1916
WFDC10A	1859	6146	2438
WFDC11	1601	2841	2058
WFDC10B	626	882	637
WFDC13	434	525	267
SPINT4	1837	1344	1564
WFDC3	2435	782	2886
DNTTIP1	66	47	114
UBE2C	3263	1300	1781
TNNC2	2905	1680	1599
SNX21	921	2389	964
ACOT8	1912	4588	6289
ZSWIM3	803	1049	1033
ZSWIM1	1491	1056	3871
SPATA25	895	1034	459
NEURL2	802	942	801
CTSA	1052	1380	1664
PLTP	1344	1313	731
PCIF1	4105	4111	5749
ZNF335	1943	1534	1872
MMP9	4535	6803	8936
SLC12A5	142	318	352
NCOA5	4485	4665	4677
CD40	816	1045	516
CDH22	254	355	228
SLC35C2	2490	1695	2718
ELMO2	1727	1960	775
ZNF334	482	2679	846
OCSTAMP	3600	1907	1007
SLC13A3	498	745	341
TP53RK	2903	4108	3202
SLC2A10	1863	2523	2351
EYA2	955	602	635
ZMYND8	2013	8852	4663
NCOA3	135	95	226
SULF2	541	689	613
PREX1	467	917	910
ARFGEF2	534	1028	1166
CSE1L	243	412	512
STAU1	30	28	16
DDX27	2316	1656	3735
ZNFX1	6715	2268	7168
KCNB1	258	736	456
PTGIS	5361	1856	901
B4GALT5	8	6	7
SLC9A8	4634	4730	6133
SPATA2	187	119	162
RNF114	8587	6684	3252
SNAI1	2669	2929	3737
UBE2V1	4300	1266	3954
TMEM189-UBE2V1	701	644	1577
TMEM189	8172	2849	1950
CEBPB	1953	4991	4776
PTPN1	5408	4729	7467
FAM65C	4189	5431	4047
PARD6B	1813	2585	3818
BCAS4	2829	1989	2309
ADNP	4718	3337	3779
DPM1	64	73	71
MOCS3	324	664	565
KCNG1	1218	1810	2057
NFATC2	41	42	56
ATP9A	2660	1838	1944
SALL4	3011	3777	2382
ZFP64	671	900	435
TSHZ2	4506	1457	1821
ZNF217	4281	5356	4131
BCAS1	713	573	454
CYP24A1	893	938	647
PFDN4	869	865	1613
AL133335.1	4302	4002	4592
DOK5	6271	5602	4260
CBLN4	1077	678	306
MC3R	1488	1486	946
FAM210B	6430	5644	5328
AURKA	1035	1296	1311
CSTF1	101	56	131
CASS4	1480	1224	2960
RTFDC1	2272	2316	4311
GCNT7	638	336	763
FAM209A	4008	9459	5058
FAM209B	275	278	781
TFAP2C	424	382	530
BMP7	4006	3823	5259
SPO11	441	836	1260
RAE1	5291	5458	3204
MTRNR2L3	785	351	1126
RBM38	79	128	155
CTCFL	418	592	590
PCK1	734	2642	2761
ZBP1	68	44	40
PMEPA1	1368	1157	703
C20orf85	508	367	821
ANKRD60	3299	2745	1383
RAB22A	233	324	165
VAPB	442	1854	676
APCDD1L	3349	1551	5221
STX16	852	1206	663
STX16-NPEPL1	1015	1491	777
NPEPL1	4238	2978	1126
GNAS	504	373	1392
NELFCD	978	727	537
CTSZ	1827	1182	1845
TUBB1	5921	5495	11444
ATP5E	5188	5268	4759
PRELID3B	333	302	473
ZNF831	7557	3838	4345
EDN3	647	988	774
PHACTR3	2357	1822	3746
SYCP2	1813	3248	3440
FAM217B	869	1667	2129
PPP1R3D	2373	3660	2833
CDH26	467	725	1029
CDH4	4295	2822	3591
TAF4	8292	4973	9976
LSM14B	489	315	161
PSMA7	3566	5244	6080
SS18L1	1055	1027	841
MTG2	100	179	161
HRH3	15860	10222	5972
OSBPL2	2823	5342	3844
ADRM1	899	1240	1340
LAMA5	6745	6407	6681
RPS21	907	720	690
CABLES2	13925	12768	5676
RBBP8NL	5167	5191	5646
GATA5	4679	2173	6913
SLCO4A1	2574	2882	4390
NTSR1	6568	5781	4732
MRGBP	4064	6656	4841
OGFR	3548	6142	4061
COL9A3	3483	2833	1336
TCFL5	5641	1663	3109
DIDO1	898	368	398
GID8	3588	1316	3469
SLC17A9	1956	1589	1046
BHLHE23	16	13	8
YTHDF1	3327	2785	1251
BIRC7	150	236	128
NKAIN4	7619	15452	4516
ARFGAP1	2139	2516	3538
COL20A1	849	323	611
CHRNA4	6128	8442	8195
KCNQ2	1215	705	1397
EEF1A2	1843	1689	4095
PPDPF	975	1272	617
PTK6	432	673	1214
SRMS	1720	1583	1050
FNDC11	82	168	283
HELZ2	929	1028	1041
GMEB2	8347	9778	3053
STMN3	11866	11190	12446
RTEL1	3614	1636	2167
RTEL1-TNFRSF6B	81	77	46
TNFRSF6B	321	735	530
ARFRP1	9259	5979	7155
ZGPAT	1284	1912	1167
RP4-583P15.15	171	99	285
LIME1	365	166	394
RP4-583P15.14	2429	8269	8738
SLC2A4RG	1206	1856	1318
ZBTB46	2397	3303	1040
ABHD16B	4837	6750	6049
TPD52L2	5795	4578	11243
DNAJC5	1911	1932	2297
UCKL1	1808	1642	2159
ZNF512B	12407	20191	7780
SAMD10	6000	2301	3807
PRPF6	7779	3026	3136
LINC00176	23254	15322	10975
SOX18	5129	3202	1858
TCEA2	1297	1380	488
RGS19	2283	4407	1175
OPRL1	3492	6725	9532
LKAAEAR1	556	710	324
NPBWR2	837	1509	840
MYT1	17033	10346	4121
PCMTD2	230	1214	593
OR4F17	3648	1611	4829
PLPP2	5348	6475	3096
MIER2	3914	5434	5850
THEG	7348	5017	6208
C2CD4C	10557	16730	10869
SHC2	1773	1278	1154
ODF3L2	1228	834	1753
MADCAM1	819	1125	640
TPGS1	4679	3658	3662
CDC34	4668	9597	10951
GZMM	1082	1744	1788
BSG	7322	5274	7859
HCN2	556	819	566
POLRMT	1557	1513	1168
FGF22	18709	6492	8973
RNF126	3272	6388	4653
FSTL3	33	18	13
PRSS57	339	659	400
PALM	1231	2413	2486
MISP	963	354	319
PTBP1	683	804	699
PLPPR3	968	1507	1007
AZU1	2899	8658	16566
PRTN3	1644	1280	1856
ELANE	1071	1591	1124
CFD	1316	1539	994
MED16	4845	2184	5004
R3HDM4	859	590	1058
KISS1R	9472	12432	4164
ARID3A	13862	7821	6303
WDR18	4822	3794	4630
GRIN3B	2617	1552	1317
TMEM259	1245	1641	736
CNN2	692	2949	832
ABCA7	176	238	127
ARHGAP45	13977	8574	12901
POLR2E	4364	5888	7858
GPX4	661	988	1214
SBNO2	1587	1633	2801
STK11	2352	5098	8129
CBARP	961	1178	1865
ATP5D	15418	13440	20866
MIDN	3602	2353	3213
CIRBP	1019	1153	1467
C19orf24	7794	10728	3826
EFNA2	3008	2381	4614
MUM1	1657	1320	3454
NDUFS7	4391	5091	4079
GAMT	2441	2466	3769
DAZAP1	76	139	98
RPS15	279	158	509
APC2	4712	5557	3279
C19orf25	5430	7276	10528
PCSK4	1911	2372	4332
REEP6	2794	2522	4335
ADAMTSL5	2341	3001	5191
PLK5	5017	5289	808
MEX3D	1429	3352	763
MBD3	6557	5670	8260
AC005943.2	3089	3912	2804
UQCR11	5465	7036	4988
TCF3	700	306	860
ONECUT3	640	1040	533
ATP8B3	1922	2129	3596
REXO1	370	784	1083
KLF16	2523	3930	1791
ABHD17A	938	1916	676
SCAMP4	6542	8067	16595
ADAT3	2990	2261	1651
CSNK1G2	247	164	51
BTBD2	4941	7050	3760
MKNK2	6538	2918	6832
MOB3A	1576	2974	2194
IZUMO4	329	245	348
AP3D1	1194	872	2042
DOT1L	535	443	346
PLEKHJ1	9744	10948	8955
SF3A2	1022	1464	1646
AMH	406	643	724
JSRP1	3500	3615	7891
OAZ1	1335	1757	3397
LLfos-48D6.2	1300	2040	1173
C19orf35	61	24	32
LINGO3	1381	2990	1116
LSM7	760	854	913
SPPL2B	344	870	525
TMPRSS9	2220	810	3090
TIMM13	2716	1074	3704
LMNB2	421	248	293
GADD45B	6148	6851	7817
GNG7	388	294	271
DIRAS1	9027	6809	7402
AC006538.4	16437	14428	10289
SLC39A3	1366	2856	2990
SGTA	289	376	421
THOP1	6930	10444	6446
ZNF554	1027	669	806
ZNF555	3938	1818	2131
ZNF556	9552	11160	4236
ZNF57	224	526	1024
ZNF77	4612	5593	2464
TLE6	3339	5265	2532
TLE2	78	68	116
AES	461	231	132
GNA11	361	566	173
GNA15	3600	3969	3821
S1PR4	1863	5533	4940
NCLN	1002	1500	1465
CELF5	2819	2588	1350
NFIC	8920	5556	3956
SMIM24	1339	2704	1137
DOHH	5155	7812	4022
FZR1	654	822	792
MFSD12	1112	845	1087
C19orf71	2633	3308	1646
HMG20B	2903	3679	1051
GIPC3	1718	3820	4658
TBXA2R	8	5	18
CACTIN	394	1118	573
PIP5K1C	4278	3288	2718
TJP3	2410	1875	635
APBA3	5159	5920	5700
MRPL54	1577	1106	602
RAX2	5489	6291	9574
MATK	1154	3356	2502
ZFR2	6956	4481	4376
ATCAY	1228	916	1525
NMRK2	1088	1392	1263
DAPK3	1193	1124	535
EEF2	6147	2343	18323
PIAS4	9528	5301	4461
ZBTB7A	2010	1601	1541
MAP2K2	4688	12338	12133
CREB3L3	14717	9610	16731
SIRT6	2267	2005	3008
ANKRD24	3461	2182	2887
EBI3	8848	13906	12767
CCDC94	5103	1569	1750
SHD	858	960	1106
TMIGD2	233	368	347
FSD1	43	63	32
STAP2	3452	1884	2397
MPND	1362	1785	1147
SH3GL1	2487	2267	2019
CHAF1A	3558	3349	3489
UBXN6	8875	1905	6160
CTB-50L17.10	3099	4082	3124
PLIN4	3212	3990	4419
PLIN5	884	373	1161
CTB-50L17.14	566	1653	1149
LRG1	586	383	222
SEMA6B	631	1859	993
TNFAIP8L1	2530	610	2131
MYDGF	11159	2963	6702
DPP9	1861	4245	3874
FEM1A	436	1539	1790
TICAM1	3617	5435	1741
PLIN3	131	147	137
ARRDC5	3487	7909	4675
UHRF1	176	411	341
KDM4B	2733	3730	4725
PTPRS	13327	10805	14035
ZNRF4	1789	1756	2145
TINCR	96	79	41
SAFB2	713	1352	892
SAFB	3390	4738	3281
RPL36	2155	1042	4269
C19orf70	1197	2244	942
HSD11B1L	2096	3075	3537
LONP1	1069	3426	907
CATSPERD	619	821	925
PRR22	4393	3070	7596
CTB-54O9.9	4146	5566	3210
DUS3L	4570	5328	2969
NRTN	9008	4551	5602
FUT6	400	454	265
FUT3	1949	3096	2785
FUT5	1754	1965	1694
AC024592.12	11134	12405	7480
NDUFA11	2701	4640	4615
AC104532.2	4524	2261	2219
VMAC	6796	3820	7234
CAPS	13899	5530	19519
RANBP3	2301	1633	1126
RFX2	5644	5255	6965
ACSBG2	10585	8424	11122
MLLT1	266	821	120
ACER1	386	645	527
CLPP	1810	1656	1310
ALKBH7	7406	8126	8580
PSPN	3276	2232	1976
GTF2F1	5739	4369	9111
KHSRP	1208	4167	1314
SLC25A41	948	2365	673
SLC25A23	657	687	1447
CRB3	712	642	955
DENND1C	3439	7911	6774
TUBB4A	157	326	235
TNFSF9	1864	2024	1834
CD70	4165	2751	5818
TNFSF14	12315	11808	4816
C3	1840	2100	1692
GPR108	704	375	757
TRIP10	9274	6534	4538
SH2D3A	528	264	578
VAV1	1714	756	1083
ADGRE1	1084	746	1036
CTB-25J19.1	1302	905	729
MBD3L5	459	450	1215
MBD3L4	1052	355	519
MBD3L2	881	695	684
MBD3L3	1331	3733	3418
ZNF557	3825	9317	6301
INSR	16	18	33
CTB-133G6.1	2242	4514	2297
CTD-2207O23.3	3220	2662	2713
ARHGEF18	1818	1041	879
PEX11G	10503	11759	11223
C19orf45	109	94	100
CTD-2207O23.12	1257	449	823
ZNF358	212	107	177
MCOLN1	727	708	1043
CTD-2207O23.10	4668	2765	1672
PNPLA6	2889	1422	2011
CAMSAP3	10149	17362	17717
XAB2	2307	3044	1080
PET100	1677	1056	2047
CTD-3214H19.4	2320	1080	1696
PCP2	12456	7587	2501
STXBP2	178	328	394
RETN	5767	17648	9906
MCEMP1	3003	1624	5152
CTD-3214H19.16	2673	2551	3660
TRAPPC5	689	810	867
FCER2	175	98	242
CLEC4G	1992	428	541
CD209	3785	1691	4566
CLEC4M	5286	3614	1713
EVI5L	1128	1411	2594
PRR36	1625	1058	1863
LRRC8E	2496	1096	2206
MAP2K7	4133	8031	7400
TGFBR3L	1219	4065	4107
SNAPC2	132	229	187
CTXN1	4155	4894	4489
TIMM44	377	588	1058
ELAVL1	769	1702	1309
CCL25	212	185	227
FBN3	139	99	503
CERS4	346	193	462
CD320	240	475	413
CTD-2550O8.5	3887	4858	2915
NDUFA7	669	1363	656
RPS28	589	695	445
KANK3	1857	1881	2134
ANGPTL4	1591	1970	4992
RAB11B	545	486	425
MARCH2	616	589	612
HNRNPM	2589	3114	2752
PRAM1	315	250	457
ZNF414	2114	2434	893
MYO1F	37	89	28
ADAMTS10	2394	2710	4160
ACTL9	3809	2258	1535
OR2Z1	1226	3345	4894
ZNF558	3837	6975	3200
MBD3L1	3181	5937	5970
MUC16	3177	5305	7872
OR1M1	2057	1079	1879
OR7G2	6045	6082	10201
OR7G1	144	195	623
OR7G3	1007	933	1518
ZNF317	8497	6607	9085
OR7D2	1733	1684	2298
OR7D4	6856	9500	5469
OR7E24	9635	11009	15406
ZNF699	1621	1274	1359
ZNF559	122	168	96
ZNF559-ZNF177	4397	6861	4674
ZNF177	2740	4365	6143
ZNF266	1840	2719	1672
ZNF560	925	450	553
ZNF426	1840	1207	1362
ZNF121	3464	2181	1414
ZNF561	198	212	201
AC008759.1	1480	1991	2453
ZNF562	163	83	198
ZNF812P	3851	3628	3549
ZNF846	526	414	525
FBXL12	6439	3786	8806
UBL5	1612	1216	1468
PIN1	2295	1389	1327
OLFM2	7155	5054	7485
COL5A3	347	523	1115
RDH8	3559	1937	1103
C19orf66	2401	7408	7985
ANGPTL6	1754	3630	4529
PPAN-P2RY11	3474	14516	11065
PPAN	3670	2942	1565
P2RY11	16335	10340	6895
EIF3G	3181	3174	4547
DNMT1	1635	1490	2263
S1PR2	1836	3104	4738
MRPL4	364	834	2390
